direccion_original,direccion_consulta,direccion_candidatas,direccion_normalizada,latitud,longitud,barrio_usig,comuna_usig,comuna_fuente,coincide_comuna,precision,estado,calidad_geo,criterio_seleccion,fecha_consulta
VIAMONTE 2662,VIAMONTE 2662,VIAMONTE 2662,"VIAMONTE 2662, CABA",-34.600957,-58.404028,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ALMAFUERTE AV. 900,ALMAFUERTE 900,ALMAFUERTE 900 | AV ALMAFUERTE 900 | AVENIDA ALMAFUERTE 900,"ALMAFUERTE AV. 900, CABA",-34.648387,-58.416133,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
JURAMENTO AV. 2123,JURAMENTO 2123,JURAMENTO 2123 | AV JURAMENTO 2123 | AVENIDA JURAMENTO 2123,"JURAMENTO AV. 2123, CABA",-34.560488,-58.454179,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MONTES DE OCA AV. 1599,MONTES DE OCA 1599,MONTES DE OCA 1599 | AV MONTES DE OCA 1599 | AVENIDA MONTES DE OCA 1599,"MONTES DE OCA, MANUEL AV. 1599, CABA",-34.645561,-58.373365,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
OTAMENDI 498,OTAMENDI 498,OTAMENDI 498,"OTAMENDI 498, CABA",-34.611005,-58.433737,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"ALBERDI, JUAN BAUTISTA AV. 6454",ALBERDI 6454,ALBERDI 6454 | JUAN BAUTISTA ALBERDI 6454 | AV JUAN BAUTISTA ALBERDI 6454,"ALBERDI, JUAN BAUTISTA AV. 6454, CABA",-34.655799,-58.50738,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MORENO 970,MORENO 970,MORENO 970,"MORENO 970, CABA",-34.61183,-58.380073,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ANCASTE 3115,ANCASTE 3115,ANCASTE 3115,"ANCASTE 3115, CABA",-34.647833,-58.40534,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CABILDO AV. 4473,CABILDO 4473,CABILDO 4473 | AV CABILDO 4473 | AVENIDA CABILDO 4473,"CABILDO AV. 4473, CABA",-34.543231,-58.472361,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
NEUQUEN 2056,NEUQUEN 2056,NEUQUEN 2056,"NEUQUEN 2056, CABA",-34.616914,-58.461718,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MARTINEZ CASTRO 1095,MARTINEZ CASTRO 1095,MARTINEZ CASTRO 1095,"MARTINEZ CASTRO 1095, CABA",-34.644491,-58.471472,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"RIVAS, Gral. 2767",RIVAS 2767,RIVAS 2767 | GENERAL RIVAS 2767,"RIVAS, GRAL. 2767, CABA",-34.603529,-58.485565,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"PUEYRREDON, HONORIO, DR. AV. 724",PUEYRREDON 724,PUEYRREDON 724 | HONORIO PUEYRREDON 724 | AV HONORIO PUEYRREDON 724,"PUEYRREDON AV. 724, CABA",-34.601585,-58.404829,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GALVAN 3550,GALVAN 3550,GALVAN 3550,"GALVAN 3550, CABA",-34.562027,-58.491489,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SEGUROLA AV. 1548,SEGUROLA 1548,SEGUROLA 1548 | AV SEGUROLA 1548 | AVENIDA SEGUROLA 1548,"SEGUROLA AV. 1548, CABA",-34.621881,-58.497636,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"SALVADORES, Cnel. 1287",SALVADORES 1287,SALVADORES 1287 | CORONEL SALVADORES 1287,"SALVADORES, CNEL. 1287, CABA",-34.644653,-58.368262,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CORTINA 1924,CORTINA 1924,CORTINA 1924,"CORTINA 1924, CABA",-34.623335,-58.521066,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"SEGUI, JUAN FRANCISCO 3545",SEGUI 3545,SEGUI 3545 | JUAN FRANCISCO SEGUI 3545,"SEGUI, JUAN FRANCISCO 3545, CABA",-34.579214,-58.408429,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BOGOTA 809,BOGOTA 809,BOGOTA 809,"BOGOTA 809, CABA",-34.617347,-58.44299,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
NICARAGUA 4849,NICARAGUA 4849,NICARAGUA 4849,"NICARAGUA 4849, CABA",-34.586321,-58.427481,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
MONROE 881,MONROE 881,MONROE 881,"MONROE 881, CABA",-34.548768,-58.443981,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CHICLANA AV. 3683,CHICLANA 3683,CHICLANA 3683 | AV CHICLANA 3683 | AVENIDA CHICLANA 3683,"CHICLANA AV. 3683, CABA",-34.637106,-58.415747,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
PAZ SOLDAN 4944,PAZ SOLDAN 4944,PAZ SOLDAN 4944,"PAZ SOLDAN 4944, CABA",-34.5937,-58.467707,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
YERBAL 5287,YERBAL 5287,YERBAL 5287,"YERBAL 5287, CABA",-34.636608,-58.500642,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"ALVAREZ, DONATO, Tte. Gral. AV. 2163",ALVAREZ 2163,ALVAREZ 2163 | DONATO TENIENTE GENERAL ALVAREZ 2163 | AV DONATO TENIENTE GENERAL ALVAREZ 2163,"ALVAREZ, DONATO, TTE. GRAL. AV. 2163, CABA",-34.602123,-58.465301,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LARRAZABAL AV. 802,LARRAZABAL 802,LARRAZABAL 802 | AV LARRAZABAL 802 | AVENIDA LARRAZABAL 802,"LARRAZABAL AV. 802, CABA",-34.646894,-58.507405,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"FRIAS, EUSTOQUIO, TTE. GENERAL 196",FRIAS 196,FRIAS 196 | EUSTOQUIO TENIENTE GENERAL FRIAS 196,"FRIAS, EUSTOQUIO, TTE. GENERAL 196, CABA",-34.603106,-58.435866,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BASUALDO 2308,BASUALDO 2308,BASUALDO 2308,"BASUALDO 2308, CABA",-34.659118,-58.480285,,8,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ALVAREZ THOMAS AV. 2326,ALVAREZ THOMAS 2326,ALVAREZ THOMAS 2326 | AV ALVAREZ THOMAS 2326 | AVENIDA ALVAREZ THOMAS 2326,"ALVAREZ THOMAS AV. 2326, CABA",-34.577591,-58.474163,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LARSEN 2501,LARSEN 2501,LARSEN 2501,"LARSEN 2501, CABA",-34.57641,-58.504334,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"UGARTE, MANUEL 3651",UGARTE 3651,UGARTE 3651 | MANUEL UGARTE 3651,"UGARTE, MANUEL 3651, CABA",-34.562895,-58.474606,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"OROÑO, NICASIO 615",ORONO 615,ORONO 615 | NICASIO ORONO 615,"OROÑO, NICASIO 615, CABA",-34.616835,-58.45267,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GUAMINI 4861,GUAMINI 4861,GUAMINI 4861,"GUAMINI 4861, CABA",-34.687016,-58.477803,,8,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"ALVAREZ, CRISOSTOMO 4641",ALVAREZ 4641,ALVAREZ 4641 | CRISOSTOMO ALVAREZ 4641,"ALVAREZ, CRISOSTOMO 4641, CABA",-34.662259,-58.475389,,8,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BARCO CENTENERA del 2157,BARCO CENTENERA DEL 2157,BARCO CENTENERA DEL 2157,"BARCO CENTENERA DEL 2157, CABA",-34.643715,-58.432269,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"SOLANO LOPEZ, F., MARISCAL 3184",SOLANO LOPEZ 3184,SOLANO LOPEZ 3184 | F MARISCAL SOLANO LOPEZ 3184,"SOLANO LOPEZ, F., MARISCAL 3184, CABA",-34.595745,-58.49919,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"CUBAS, JOSE 2136",CUBAS 2136,CUBAS 2136 | JOSE CUBAS 2136,"CUBAS, JOSE 2136, CABA",-34.58323,-58.491491,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"DUMONT, SANTOS 4449",DUMONT 4449,DUMONT 4449 | SANTOS DUMONT 4449,"DUMONT, SANTOS 4449, CABA",-34.592867,-58.453778,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"MAGARIÑOS CERVANTES, A. 4635",MAGARINOS CERVANTES 4635,MAGARINOS CERVANTES 4635 | A MAGARINOS CERVANTES 4635,"MAGARIÑOS CERVANTES, A. 4635, CABA",-34.625322,-58.497992,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SARMIENTO 4396,SARMIENTO 4396,SARMIENTO 4396,"SARMIENTO 4396, CABA",-34.604253,-58.427229,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
RIVADAVIA AV. 4020,RIVADAVIA 4020,RIVADAVIA 4020 | AV RIVADAVIA 4020 | AVENIDA RIVADAVIA 4020,"RIVADAVIA AV. 4020, CABA",-34.612278,-58.42267,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ARAOZ 2398,ARAOZ 2398,ARAOZ 2398,"ARAOZ 2398, CABA",-34.586739,-58.416568,,14,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GUEVARA 1183,GUEVARA 1183,GUEVARA 1183,"GUEVARA 1183, CABA",-34.584026,-58.460027,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"LACROZE, FEDERICO AV. 3742",LACROZE 3742,LACROZE 3742 | FEDERICO LACROZE 3742 | AV FEDERICO LACROZE 3742,"LACROZE, FEDERICO AV. 3742, CABA",-34.582923,-58.45239,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BUCARELLI 941,BUCARELLI 941,BUCARELLI 941,"BUCARELLI 941, CABA",-34.59027,-58.475432,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
RIVADAVIA AV. 6869,RIVADAVIA 6869,RIVADAVIA 6869 | AV RIVADAVIA 6869 | AVENIDA RIVADAVIA 6869,"RIVADAVIA AV. 6869, CABA",-34.628621,-58.462213,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ESMERALDA 957,ESMERALDA 957,ESMERALDA 957,"ESMERALDA 957, CABA",-34.596879,-58.378383,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BRANDSEN 1707,BRANDSEN 1707,BRANDSEN 1707,"BRANDSEN 1707, CABA",-34.637809,-58.374983,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ZAÑARTU 1227,ZANARTU 1227,ZANARTU 1227,"ZAÑARTU 1227, CABA",-34.639659,-58.434467,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"PEDRAZA, MANUELA 2152",PEDRAZA 2152,PEDRAZA 2152 | MANUELA PEDRAZA 2152,"PEDRAZA, MANUELA 2152, CABA",-34.550066,-58.463866,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SARMIENTO 1301,SARMIENTO 1301,SARMIENTO 1301,"SARMIENTO 1301, CABA",-34.605161,-58.385193,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"BRAVO, MARIO 998",BRAVO 998,BRAVO 998 | MARIO BRAVO 998,"BRAVO, MARIO 998, CABA",-34.597984,-58.41607,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
DIRECTORIO AV. 3173,DIRECTORIO 3173,DIRECTORIO 3173 | AV DIRECTORIO 3173 | AVENIDA DIRECTORIO 3173,"DIRECTORIO AV. 3173, CABA",-34.636468,-58.470995,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
FITZ ROY 337,FITZ ROY 337,FITZ ROY 337,"FITZ ROY 337, CABA",-34.595658,-58.450648,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
PILAR 1455,PILAR 1455,PILAR 1455,"PILAR 1455, CABA",-34.653716,-58.509775,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"MITRE, BARTOLOME 1894",MITRE 1894,MITRE 1894 | BARTOLOME MITRE 1894,"MITRE, BARTOLOME 1894, CABA",-34.608085,-58.393304,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"MARMOL, JOSE 849",MARMOL 849,MARMOL 849 | JOSE MARMOL 849,"MARMOL, JOSE 849, CABA",-34.624122,-58.424741,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
TERRADA 1404,TERRADA 1404,TERRADA 1404,"TERRADA 1404, CABA",-34.616703,-58.475502,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
TRES ARROYOS 2210,TRES ARROYOS 2210,TRES ARROYOS 2210,"TRES ARROYOS 2210, CABA",-34.613031,-58.468278,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"DIAZ, CESAR, GRAL. 3683",DIAZ 3683,DIAZ 3683 | CESAR GENERAL DIAZ 3683,"DIAZ, CESAR, GRAL. 3683, CABA",-34.619294,-58.487407,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LA RIOJA 1935,LA RIOJA 1935,LA RIOJA 1935,"LA RIOJA 1935, CABA",-34.634263,-58.406002,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"ALBERDI, JUAN BAUTISTA AV. 2590",ALBERDI 2590,ALBERDI 2590 | JUAN BAUTISTA ALBERDI 2590 | AV JUAN BAUTISTA ALBERDI 2590,"ALBERDI, JUAN BAUTISTA AV. 2590, CABA",-34.632085,-58.464259,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
GARCIA,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"PERON, JUAN DOMINGO, TTE. GENERAL 4330",PERON 4330,PERON 4330 | JUAN DOMINGO TENIENTE GENERAL PERON 4330,"PERON, JUAN DOMINGO, TTE. GENERAL 4330, CABA",-34.605993,-58.428146,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ACUÑA DE FIGUEROA,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
JUSTO,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"LARRALDE, CRISOLOGO AV. 4888",LARRALDE 4888,LARRALDE 4888 | CRISOLOGO LARRALDE 4888 | AV CRISOLOGO LARRALDE 4888,"LARRALDE, CRISOLOGO AV. 4888, CABA",-34.560775,-58.490705,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SALGUERO,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
SCALABRINI ORTIZ,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"JUSTO, JUAN B. AV. 4609",JUSTO 4609,JUSTO 4609 | JUAN B JUSTO 4609 | AV JUAN B JUSTO 4609,"JUSTO, JUAN B. AV. 4609, CABA",-34.608876,-58.464815,,11,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
BONIFACIO,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
GARAY,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
GUTIERREZ,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
CABEZON,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
239,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
ALBERDI,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
URIBURU JOSE E.,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"GARCIA, JUAN AGUSTIN 5901",GARCIA 5901,GARCIA 5901 | JUAN AGUSTIN GARCIA 5901,"GARCIA DE COSSIO 5901, CABA",-34.642814,-58.511763,,9,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"JAURES, JEAN 1101",JAURES 1101,JAURES 1101 | JEAN JAURES 1101,"JAURES, JEAN 1101, CABA",-34.596867,-58.406436,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"RIVERA, PEDRO I., Dr. 4816",RIVERA 4816,RIVERA 4816 | PEDRO I RIVERA 4816,"RIVERA, PEDRO I., DR. 4816, CABA",-34.570399,-58.485219,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
PERON,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"PERON, EVA AV. 3701",PERON 3701,PERON 3701 | EVA PERON 3701 | AV EVA PERON 3701,"PERON, JUAN DOMINGO, TTE. GENERAL 3701, CABA",-34.606207,-58.419438,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LUPPI,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
ARANGUREN,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
RIVERA,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
28,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
CAMPOS,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
031A,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
VALLESE,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"RAMIREZ DE VELASCO, JUAN 465",RAMIREZ DE VELASCO 465,RAMIREZ DE VELASCO 465 | JUAN RAMIREZ DE VELASCO 465,"RAMIREZ DE VELASCO, JUAN 465, CABA",-34.598656,-58.436365,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CABRERA,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
DE LA TORRE,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
SUCRE,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
BEIRO,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"ARANGUREN, JUAN F., Dr. 600",ARANGUREN 600,ARANGUREN 600 | JUAN F ARANGUREN 600,"ARANGUREN, JUAN F., DR. 600, CABA",-34.613553,-58.439879,,6,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"CALVO, CARLOS 3002",CALVO 3002,CALVO 3002 | CARLOS CALVO 3002,"CALVO, CARLOS 3002, CABA",-34.622133,-58.407531,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"BRAVO, MARIO 467",BRAVO 467,BRAVO 467 | MARIO BRAVO 467,"BRAVO, MARIO 467, CABA",-34.604294,-58.416817,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
7,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
VIRASORO,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
1750523,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
PACHECO DE MELO,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"SAENZ PEÑA, LUIS, PRES. 106",SAENZ PENA 106,SAENZ PENA 106 | LUIS PRES SAENZ PENA 106,"SAENZ PEÑA, LUIS, PRES. 106, CABA",-34.610212,-58.387519,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LARRALDE,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
ACOSTA,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
MORENO 1501,MORENO 1501,MORENO 1501,"MORENO 1501, CABA",-34.612345,-58.387688,,1,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"FIGUEROA, D. APOLINARIO, CORONEL 275",FIGUEROA 275,FIGUEROA 275 | D APOLINARIO CORONEL FIGUEROA 275,"ACUÑA DE FIGUEROA, FRANCISCO 275, CABA",-34.607656,-58.42291,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
23,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
ALSINA,,,,,,,,,,sin_altura_o_codigo_no_consultado,sin_match,sin_geo,sin_candidatas_validas,2026-08-27
"MITRE, BARTOLOME 2242",MITRE 2242,MITRE 2242 | BARTOLOME MITRE 2242,"MITRE, BARTOLOME 2242, CABA",-34.608452,-58.398384,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
LOPE DE VEGA AV. 1864,LOPE DE VEGA 1864,LOPE DE VEGA 1864 | AV LOPE DE VEGA 1864 | AVENIDA LOPE DE VEGA 1864,"LOPE DE VEGA AV. 1864, CABA",-34.622832,-58.513632,,10,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"LARRALDE, CRISOLOGO AV. 5724",LARRALDE 5724,LARRALDE 5724 | CRISOLOGO LARRALDE 5724 | AV CRISOLOGO LARRALDE 5724,"LARRALDE, CRISOLOGO AV. 5724, CABA",-34.565509,-58.500566,,12,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CUCHA CUCHA 2487,CUCHA CUCHA 2487,CUCHA CUCHA 2487,"CUCHA CUCHA 2487, CABA",-34.600519,-58.463343,,15,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"LOPEZ, VICENTE 1621",LOPEZ 1621,LOPEZ 1621 | VICENTE LOPEZ 1621,"LOPEZ, VICENTE 1621, CABA",-34.59232,-58.389141,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
SAN JUAN AV. 3516,SAN JUAN 3516,SAN JUAN 3516 | AV SAN JUAN 3516 | AVENIDA SAN JUAN 3516,"SAN JUAN AV. 3516, CABA",-34.625376,-58.414915,,5,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
JURAMENTO AV. 2851,JURAMENTO 2851,JURAMENTO 2851 | AV JURAMENTO 2851 | AVENIDA JURAMENTO 2851,"JURAMENTO AV. 2851, CABA",-34.564482,-58.460906,,13,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
CALIFORNIA 2209,CALIFORNIA 2209,CALIFORNIA 2209,"CALIFORNIA 2209, CABA",-34.648116,-58.378817,,4,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"MANSILLA, LUCIO NORBERTO, GENERAL 2598",MANSILLA 2598,MANSILLA 2598 | LUCIO NORBERTO GENERAL MANSILLA 2598,"MANSILLA, LUCIO NORBERTO, GENERAL 2598, CABA",-34.596083,-58.404558,,2,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
"PUEYRREDON, HONORIO, DR. AV. 846",PUEYRREDON 846,PUEYRREDON 846 | HONORIO PUEYRREDON 846 | AV HONORIO PUEYRREDON 846,"PUEYRREDON AV. 846, CABA",-34.60045,-58.404466,,3,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
ASAMBLEA AV. 945,ASAMBLEA 945,ASAMBLEA 945 | AV ASAMBLEA 945 | AVENIDA ASAMBLEA 945,"ASAMBLEA AV. 945, CABA",-34.635068,-58.438384,,7,,,calle_altura,exacta,usig_exacta_sin_control_comuna,exacta_sin_control_comuna,2026-08-27
