capa,polo,polo_nombre,pieza,que,orden,calle,clave_callejero,largo_m,altura_desde,altura_hasta,tramos_unidos
el borde después de las decisiones,R13,Abasto,1,contorno exterior,26,"JAURES, JEAN",JAURES JEAN,76.1,202-300 / 201-299,202-300 / 201-299,1
el borde después de las decisiones,R13,Abasto,1,contorno exterior,27,"ANCHORENA, TOMAS MANUEL DE, DR.",ANCHORENA TOMAS MANUEL DE DR,80.1,204-300 / 203-299,204-300 / 203-299,1
el borde después de las decisiones,R13,Abasto,1,contorno exterior,28,AGUERO,AGUERO,68.0,202-300 / 201-299,202-300 / 201-299,1
el borde después de las decisiones,R13,Abasto,1,contorno exterior,29,GALLO,GALLO,60.0,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R13,Abasto,1,contorno exterior,30,"PERON, JUAN DOMINGO, TTE. GENERAL",PERON JUAN DOMINGO TTE GENERAL,208.1,3362-3400 / 3361-3399,3502-3600 / 3501-3599,3
el borde después de las decisiones,R13,Abasto,1,contorno exterior,31,"BRAVO, MARIO",BRAVO MARIO,48.0,302-400 / 301-399,302-400 / 301-399,1
el borde después de las decisiones,R13,Abasto,1,contorno exterior,32,BULNES,BULNES,60.0,402-500 / 401-499,402-500 / 401-499,1
el borde después de las decisiones,R13,Abasto,1,contorno exterior,33,"PERON, JUAN DOMINGO, TTE. GENERAL",PERON JUAN DOMINGO TTE GENERAL,136.1,3702-3800 / 3701-3799,3802-3900 / 3801-3899,2
el borde después de las decisiones,R13,Abasto,1,contorno exterior,34,MEDRANO AV.,MEDRANO AV,48.0,402-500 / 401-499,402-500 / 401-499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,1,FRAGATA PRES. SARMIENTO,FRAGATA PRES SARMIENTO,56.0,1802-1900 / 1801-1899,1802-1900 / 1801-1899,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,2,"JUSTO, JUAN B. AV.",JUSTO JUAN B AV,52.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,3,SAN MARTIN AV.,SAN MARTIN AV,180.0,2222-2300 / 2207-2299,2302-2400 / 2301-2399,2
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,4,"MAGARIÑOS CERVANTES, A.",MAGARINOS CERVANTES A,68.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,5,"OROÑO, NICASIO",ORONO NICASIO,100.0,1802-1900 / 1801-1899,1802-1900 / 1801-1899,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,6,"MAGARIÑOS CERVANTES, A.",MAGARINOS CERVANTES A,84.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,7,"SEGUI, F. J., ALTE.",SEGUI F J ALTE,72.0,1902-2000 / 1901-1999,1902-2000 / 1901-1999,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,8,"ALVAREZ, DONATO, TTE. GRAL. AV.",ALVAREZ DONATO TTE GRAL AV,72.0,1902-2000 / 1901-1999,1902-2000 / 1901-1999,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,9,CAMARONES,CAMARONES,108.0,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,10,"TRELLES, MANUEL R.",TRELLES MANUEL R,80.0,2002-2100 / 2001-2099,2002-2100 / 2001-2099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,11,SAN BLAS,SAN BLAS,368.0,1702-1800 / 1701-1799,1902-2000 / 1901-1999,3
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,12,"LAMAS, ANDRES",LAMAS ANDRES,92.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,13,"GARCIA, JUAN AGUSTIN",GARCIA JUAN AGUSTIN,112.0,2002-2100 / 2001-2099,2002-2100 / 2001-2099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,14,BOYACA,BOYACA,60.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,15,ALVAREZ JONTE,ALVAREZ JONTE,64.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,16,LINNEO,LINNEO,36.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,17,GAVILAN,GAVILAN,64.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,18,"LEON, BERNARDO DE",LEON BERNARDO DE,64.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,19,BIARRITZ,BIARRITZ,48.0,2252-2300 / 2251-2299,2252-2300 / 2251-2299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,20,CARACAS,CARACAS,88.0,2402-2500 / 2401-2499,2402-2500 / 2401-2499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,21,"CARRANZA, ADOLFO P.",CARRANZA ADOLFO P,80.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,22,BELGICA,BELGICA,48.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,23,"BUFANO, ALFREDO R.",BUFANO ALFREDO R,40.0,2552-2600 / 2551-2599,2552-2600 / 2551-2599,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,24,LASCANO,LASCANO,48.0,2402-2500 / 2401-2499,2402-2500 / 2401-2499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,25,TERRERO,TERRERO,80.0,3202-3300 / 3201-3299,3202-3300 / 3201-3299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,26,ARREGUI,ARREGUI,60.0,2402-2500 / 2401-2499,2402-2500 / 2401-2499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,27,"BUFANO, ALFREDO R.",BUFANO ALFREDO R,108.0,2702-2800 / 2701-2799,2702-2800 / 2701-2799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,28,SANTO TOME,SANTO TOME,36.0,2352-2400 / 2351-2399,2352-2400 / 2351-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,29,"GUTIERREZ, RICARDO",GUTIERREZ RICARDO,32.0,2302-2320 / 2301-2319,2302-2320 / 2301-2319,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,30,"BORDABEHERE, ENZO",BORDABEHERE ENZO,56.0,2802-2900 / 2801-2899,2802-2900 / 2801-2899,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,31,EMPEDRADO,EMPEDRADO,100.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,32,SAN MARTIN AV.,SAN MARTIN AV,96.0,4202-4400 / 4201-4399,4202-4400 / 4201-4399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,33,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV,64.0,3114-3200 / 3113-3199,3114-3200 / 3113-3199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,34,BARZANA,BARZANA,48.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,35,LAS INDIAS,LAS INDIAS,76.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,36,ANDONAEGUI,ANDONAEGUI,92.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,37,BUCARELLI,BUCARELLI,56.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,38,QUIROS,QUIROS,84.0,2802-2900 / 2801-2899,2802-2900 / 2801-2899,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,39,BAUNESS,BAUNESS,84.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,40,MORLOTE,MORLOTE,84.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,41,CAMPILLO,CAMPILLO,244.0,2702-2750 / 2701-2749,2502-2600 / 2501-2599,2
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,42,COMBATIENTES DE MALVINAS AV.,COMBATIENTES DE MALVINAS AV,116.0,3008-3100 / 3007-3099,3008-3100 / 3007-3099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,43,DONADO,DONADO,36.0,802-900 / 801-899,802-900 / 801-899,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,44,CHORROARIN AV.,CHORROARIN AV,72.0,942-1000 / s/n,s/n / 941-999,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,45,MONTENEGRO,MONTENEGRO,312.0,1602-1700 / 1601-1699,1402-1500 / 1401-1499,2
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,46,HEREDIA,HEREDIA,48.0,202-300 / 201-299,202-300 / 201-299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,47,MONTENEGRO,MONTENEGRO,88.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,48,14 DE JULIO,14 DE JULIO,60.0,202-300 / 201-299,202-300 / 201-299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,49,ELCANO AV.,ELCANO AV,100.0,4602-4700 / 4601-4699,4602-4700 / 4601-4699,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,50,CALLE 38 - CEMENTERIO CHACARITA,CALLE 38 CEMENTERIO CHACARITA,168.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,51,CALLE 85 - CEMENTERIO CHACARITA,CALLE 85 CEMENTERIO CHACARITA,104.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,52,CALLE 30 - CEMENTERIO CHACARITA,CALLE 30 CEMENTERIO CHACARITA,44.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,53,CALLE 87 - CEMENTERIO CHACARITA,CALLE 87 CEMENTERIO CHACARITA,32.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,54,CALLE 22 - CEMENTERIO CHACARITA,CALLE 22 CEMENTERIO CHACARITA,140.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,55,CALLE 93 - CEMENTERIO CHACARITA,CALLE 93 CEMENTERIO CHACARITA,104.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,56,WARNES AV.,WARNES AV,36.0,1902-2000 / 1901-1999,1902-2000 / 1901-1999,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,57,"DICKMAN, ADOLFO, DR.",DICKMAN ADOLFO DR,56.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,58,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,48.0,2702-2750 / 2701-2749,2702-2750 / 2701-2749,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,59,BELLA VISTA,BELLA VISTA,88.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,60,AÑASCO,ANASCO,48.0,2652-2700 / 2651-2699,2652-2700 / 2651-2699,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,61,"DICKMAN, ADOLFO, DR.",DICKMAN ADOLFO DR,68.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,62,"SEGUI, F. J., ALTE.",SEGUI F J ALTE,64.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,63,MATURIN,MATURIN,44.0,2402-2500 / 2401-2499,2402-2500 / 2401-2499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,64,"OROÑO, NICASIO",ORONO NICASIO,64.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,65,MATURIN,MATURIN,104.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,66,FRAGATA PRES. SARMIENTO,FRAGATA PRES SARMIENTO,108.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,67,CUCHA CUCHA,CUCHA CUCHA,240.0,2102-2200 / 2101-2199,1902-2050 / 1901-1999,3
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,68,BATALLA DEL PARI,BATALLA DEL PARI,124.0,802-900 / 801-899,702-800 / 701-799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,69,"REPETTO, NICOLAS, DR.",REPETTO NICOLAS DR,36.0,1902-2000 / 1901-1999,1902-2000 / 1901-1999,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,70,"JUSTO, JUAN B. AV.",JUSTO JUAN B AV,52.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,71,BATALLA DEL PARI,BATALLA DEL PARI,84.0,702-800 / 701-799,702-800 / 701-799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,72,SUNCHALES,SUNCHALES,92.0,702-800 / 701-799,702-800 / 701-799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,73,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,32.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,74,CASAFOUST,CASAFOUST,72.0,702-800 / 701-799,702-800 / 701-799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,75,PAYSANDU,PAYSANDU,92.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,76,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,76.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,77,WARNES AV.,WARNES AV,276.0,1468-1520 / 1451-1499,1302-1400 / 1301-1399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,78,"BERNASCONI, MARIO",BERNASCONI MARIO,56.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,79,DORREGO AV.,DORREGO AV,92.0,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,80,FITZ ROY,FITZ ROY,108.0,2-100 / 1-99,2-100 / 1-99,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,81,WARNES AV.,WARNES AV,64.0,1202-1250 / 1201-1249,1202-1250 / 1201-1249,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,82,"PUEYRREDON, HONORIO, DR. AV.",PUEYRREDON HONORIO DR AV,84.0,s/n / 2001-2099,s/n / 2001-2099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,83,BATALLA DEL PARI,BATALLA DEL PARI,36.0,402-500 / 401-499,402-500 / 401-499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,84,"PUEYRREDON, HONORIO, DR. AV.",PUEYRREDON HONORIO DR AV,40.0,s/n / 1901-1979,s/n / 1901-1979,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,85,"JUSTO, JUAN B. AV.",JUSTO JUAN B AV,72.0,3222-3300 / 3221-3299,3202-3220 / 3201-3219,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,86,WARNES AV.,WARNES AV,488.0,1002-1100 / 1001-1099,702-800 / 711-799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,87,TRES ARROYOS,TRES ARROYOS,284.0,102-200 / 101-199,402-500 / 401-499,3
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,88,"PUEYRREDON, HONORIO, DR. AV.",PUEYRREDON HONORIO DR AV,108.0,s/n / 1501-1599,s/n / 1501-1599,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,89,GALICIA,GALICIA,40.0,452-500 / 461-499,452-500 / 461-499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,90,"PUEYRREDON, HONORIO, DR. AV.",PUEYRREDON HONORIO DR AV,140.0,s/n / 1401-1499,s/n / 1301-1399,2
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,91,"FIGUEROA, D. APOLINARIO, CORONEL",FIGUEROA D APOLINARIO CORONEL,36.0,402-500 / 401-499,402-500 / 401-499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,92,"PUEYRREDON, HONORIO, DR. AV.",PUEYRREDON HONORIO DR AV,60.0,s/n / 1201-1299,s/n / 1201-1299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,93,ANTEZANA,ANTEZANA,52.0,402-500 / 401-499,402-500 / 401-499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,94,"PUEYRREDON, HONORIO, DR. AV.",PUEYRREDON HONORIO DR AV,56.0,s/n / 1121-1199,s/n / 1121-1199,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,95,"GANDHI, MAHATMA",GANDHI MAHATMA,60.0,702-800 / 701-799,702-800 / 701-799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,96,"GALLARDO, ANGEL AV.",GALLARDO ANGEL AV,32.0,1092-1100 / 1091-1099,1092-1100 / 1091-1099,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,97,"PUEYRREDON, HONORIO, DR. AV.",PUEYRREDON HONORIO DR AV,44.0,s/n / s/n,s/n / s/n,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,98,AMPERE,AMPERE,60.0,802-900 / 801-899,802-900 / 801-899,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,99,GAONA AV.,GAONA AV,88.0,1308-1400 / 1301-1399,1308-1400 / 1301-1399,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,100,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,128.0,1102-1300 / 1101-1299,1102-1300 / 1101-1299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,101,"FIGUEROA, D. APOLINARIO, CORONEL",FIGUEROA D APOLINARIO CORONEL,52.0,702-800 / 701-799,702-800 / 701-799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,102,SAN MARTIN AV.,SAN MARTIN AV,72.0,1422-1500 / 1401-1499,1422-1500 / 1401-1499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,103,"VIALE, LUIS",VIALE LUIS,64.0,702-800 / 701-799,702-800 / 701-799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,104,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,32.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,105,GALICIA,GALICIA,72.0,702-800 / 701-799,702-800 / 701-799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,106,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,80.0,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,107,TRES ARROYOS,TRES ARROYOS,476.0,702-800 / 701-799,1102-1200 / 1101-1199,5
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,108,PAYSANDU,PAYSANDU,92.0,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,109,"BELAUSTEGUI, LUIS, DR.",BELAUSTEGUI LUIS DR,40.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,110,PAYSANDU,PAYSANDU,80.0,1602-1800 / 1601-1799,1602-1800 / 1601-1799,1
el borde después de las decisiones,R21,La Paternal,1,contorno exterior,111,FRAGATA PRES. SARMIENTO,FRAGATA PRES SARMIENTO,104.0,1602-1800 / 1601-1799,1602-1800 / 1601-1799,1
el borde después de las decisiones,R21,La Paternal,2,contorno exterior,1,"ARENAL, CONCEPCION",ARENAL CONCEPCION,88.0,4802-4900 / 4801-4899,4802-4900 / 4801-4899,1
el borde después de las decisiones,R21,La Paternal,2,contorno exterior,2,MONTENEGRO,MONTENEGRO,92.0,152-200 / 151-199,152-200 / 151-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,1,VILLARROEL,VILLARROEL,84.0,s/n / s/n,1302-1370 / 1301-1369,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,2,VERA,VERA,56.0,1302-1350 / 1301-1349,1302-1350 / 1301-1349,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,3,HUMBOLDT,HUMBOLDT,84.0,802-900 / 801-899,802-900 / 801-899,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,4,"RAMIREZ DE VELASCO, JUAN",RAMIREZ DE VELASCO JUAN,72.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,5,DARWIN,DARWIN,64.0,802-900 / 801-899,802-900 / 801-899,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,6,VERA,VERA,64.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,7,VILLARROEL,VILLARROEL,88.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,8,CORRIENTES AV.,CORRIENTES AV,88.0,5902-6000 / 5901-5999,5902-6000 / 5901-5999,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,9,HUMBOLDT,HUMBOLDT,324.0,502-600 / 501-599,202-300 / 201-299,3
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,10,MUÑECAS,MUNECAS,104.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,11,MARTINEZ ROSAS,MARTINEZ ROSAS,100.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,12,HUAURA,HUAURA,52.0,1302-1380 / 1301-1379,1302-1380 / 1301-1379,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,13,FITZ ROY,FITZ ROY,44.0,2-100 / 1-99,2-100 / 1-99,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,14,"PUEYRREDON, HONORIO, DR. AV.",PUEYRREDON HONORIO DR AV,36.0,2102-2200 / 2101-2189,2102-2200 / 2101-2189,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,15,SUNCHALES,SUNCHALES,36.0,502-600 / 501-599,502-600 / 501-599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,16,ROJAS,ROJAS,84.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,17,CASAFOUST,CASAFOUST,76.0,602-660 / 601-659,662-700 / 661-699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,18,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,144.0,2202-2300 / 2201-2299,2302-2400 / 2301-2399,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,19,WARNES AV.,WARNES AV,40.0,1468-1520 / 1451-1499,1468-1520 / 1451-1499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,20,"ARENAL, CONCEPCION",ARENAL CONCEPCION,220.0,4802-4900 / 4801-4899,s/n / s/n,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,21,GIRARDOT,GIRARDOT,44.0,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,22,"ARENAL, CONCEPCION",ARENAL CONCEPCION,72.0,4602-4700 / 4601-4699,4602-4700 / 4601-4699,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,23,CALDAS,CALDAS,80.0,112-200 / 111-199,112-200 / 111-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,24,"ARENAL, CONCEPCION",ARENAL CONCEPCION,36.0,4502-4600 / 4501-4599,4502-4600 / 4501-4599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,25,ITURRI,ITURRI,100.0,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,26,OTERO,OTERO,104.0,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,27,RODNEY,RODNEY,108.0,102-200 / 101-199,102-200 / 101-199,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,28,"ARENAL, CONCEPCION",ARENAL CONCEPCION,60.0,4202-4300 / 4201-4299,4202-4300 / 4201-4299,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,29,RODNEY,RODNEY,148.0,202-300 / 201-299,302-400 / 301-399,2
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,30,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,96.0,4302-4400 / 4301-4399,4302-4400 / 4301-4399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,31,OTERO,OTERO,64.0,302-400 / 301-399,302-400 / 301-399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,32,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,36.0,4402-4500 / 4401-4499,4402-4500 / 4401-4499,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,33,ITURRI,ITURRI,84.0,302-400 / 301-399,302-400 / 301-399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,34,"DUMONT, SANTOS",DUMONT SANTOS,64.0,4502-4600 / 4501-4599,4502-4600 / 4501-4599,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,35,CALDAS,CALDAS,80.0,302-400 / 301-399,302-400 / 301-399,1
el borde después de las decisiones,R09+R19+Z43,Chacagiales,1,contorno exterior,36,GIRARDOT,GIRARDOT,80.0,302-400 / 301-399,302-400 / 301-399,1
