local_id,polo_id,polo_final,polo_unido,barrio,comuna
LOC020995,P037,P037,P037,Villa Del Parque,11.0
LOC020996,P037,P037,P037,Villa Del Parque,11.0
LOC020997,P037,P037,P037,Villa Del Parque,11.0
LOC020998,P037,P037,P037,Villa Del Parque,11.0
LOC020999,P037,P037,P037,Villa Del Parque,11.0
LOC021000,P037,P037,P037,Villa Del Parque,11.0
LOC021001,P038,P038,P038,Villa Del Parque,11.0
LOC021002,P038,P038,P038,Villa Del Parque,11.0
LOC021004,P037,P037,P037,Villa Del Parque,11.0
LOC021005,P037,P037,P037,Villa Del Parque,11.0
LOC021006,P037,P037,P037,Villa Del Parque,11.0
LOC021007,P037,P037,P037,Villa Del Parque,11.0
LOC021008,P037,P037,P037,Villa Del Parque,11.0
LOC021009,P037,P037,P037,Villa Del Parque,11.0
LOC021010,P038,P038,P038,Villa Del Parque,11.0
LOC021011,,,,Villa Del Parque,11.0
LOC021012,P038,P038,P038,Villa Del Parque,11.0
LOC021013,P037,P037,P037,Villa Del Parque,11.0
LOC021014,P037,P037,P037,Villa Del Parque,11.0
LOC021015,P037,P037,P037,Villa Del Parque,11.0
LOC021016,P037,P037,P037,Villa Del Parque,11.0
LOC021017,P037,P037,P037,Villa Del Parque,11.0
LOC021018,P037,P037,P037,Villa Del Parque,11.0
LOC021019,P037,P037,P037,Villa Del Parque,11.0
LOC021020,P037,P037,P037,Villa Del Parque,11.0
LOC021021,P037,P037,P037,Villa Del Parque,11.0
LOC021022,P037,P037,P037,Villa Del Parque,11.0
LOC021023,P037,P037,P037,Villa Del Parque,11.0
LOC021025,,,,Villa Del Parque,11.0
LOC021026,,,,Villa Del Parque,11.0
LOC021028,P037,P037,P037,Villa Del Parque,11.0
LOC021029,,,,Villa Del Parque,11.0
LOC021030,,,,Villa Del Parque,11.0
LOC021031,,,,Villa Del Parque,11.0
LOC021032,,,,Villa Del Parque,11.0
LOC021034,,,,Villa Del Parque,11.0
LOC021035,,,,Villa Del Parque,11.0
LOC021036,,,,Villa Del Parque,11.0
LOC021038,P037,P037,P037,Villa Del Parque,11.0
LOC021039,,,,Villa Del Parque,11.0
LOC021040,,,,Villa Del Parque,11.0
LOC021043,P037,P037,P037,Villa Del Parque,11.0
LOC021044,P037,P037,P037,Villa Del Parque,11.0
LOC021045,P037,P037,P037,Villa Del Parque,11.0
LOC021047,P037,P037,P037,Villa Del Parque,11.0
LOC021049,P037,P037,P037,Villa Del Parque,11.0
LOC021051,P038,P038,P038,Villa Del Parque,11.0
LOC021052,P037,P037,P037,Villa Del Parque,11.0
LOC021053,P037,P037,P037,Villa Del Parque,11.0
LOC021056,P038,P038,P038,Villa Del Parque,11.0
LOC021058,,,,Villa Del Parque,11.0
LOC021059,,,,Villa Del Parque,11.0
LOC021060,P038,P038,P038,Villa Del Parque,11.0
LOC021061,P038,P038,P038,Villa Del Parque,11.0
LOC021062,P037,P037,P037,Villa Del Parque,11.0
LOC021064,P037,P037,P037,Villa Del Parque,11.0
LOC021065,,,,Villa Del Parque,11.0
LOC021066,,,,Villa Del Parque,11.0
LOC021067,P037,P037,P037,Villa Del Parque,11.0
LOC021068,P037,P037,P037,Villa Del Parque,11.0
LOC021069,P037,P037,P037,Villa Del Parque,11.0
LOC021070,P037,P037,P037,Villa Del Parque,11.0
LOC021071,P037,P037,P037,Villa Del Parque,11.0
LOC021072,P037,P037,P037,Villa Del Parque,11.0
LOC021073,P037,P037,P037,Villa Del Parque,11.0
LOC021074,P037,P037,P037,Villa Del Parque,11.0
LOC021075,P037,P037,P037,Villa Del Parque,11.0
LOC021076,,,,Villa Del Parque,11.0
LOC021077,P040,P040,P040,Villa Del Parque,11.0
LOC021080,,,,Villa Del Parque,11.0
LOC021081,P040,P040,P040,Villa Del Parque,11.0
LOC021082,P040,P040,P040,Villa Del Parque,11.0
LOC021083,P040,P040,P040,Villa Del Parque,11.0
LOC021084,P040,P040,P040,Villa Del Parque,11.0
LOC021085,,,,Villa Del Parque,11.0
LOC021086,,,,Villa Del Parque,11.0
LOC021087,,,,Villa Del Parque,11.0
LOC021088,,,,Villa Del Parque,11.0
LOC021089,,,,Villa Del Parque,11.0
LOC021091,P037,P037,P037,Villa Del Parque,11.0
LOC021092,P037,P037,P037,Villa Del Parque,11.0
LOC021093,P037,P037,P037,Villa Del Parque,11.0
LOC021094,P037,P037,P037,Villa Del Parque,11.0
LOC021095,P037,P037,P037,Villa Del Parque,11.0
LOC021098,,,,Villa Del Parque,11.0
LOC021100,,,,Villa Del Parque,11.0
LOC021101,P037,P037,P037,Villa Del Parque,11.0
LOC021103,P037,P037,P037,Villa Del Parque,11.0
LOC021104,P037,P037,P037,Villa Del Parque,11.0
LOC021105,P037,P037,P037,Villa Del Parque,11.0
LOC021106,P037,P037,P037,Villa Del Parque,11.0
LOC021107,P037,P037,P037,Villa Del Parque,11.0
LOC021108,P037,P037,P037,Villa Del Parque,11.0
LOC021109,P037,P037,P037,Villa Del Parque,11.0
LOC021110,P040,P040,P040,Villa Del Parque,11.0
LOC021111,P040,P040,P040,Villa Del Parque,11.0
LOC021112,,,,Villa Del Parque,11.0
LOC021114,,,,Villa Del Parque,11.0
LOC021115,,,,Villa Del Parque,11.0
LOC021116,,,,Villa Del Parque,11.0
LOC021117,P040,P040,P040,Villa Del Parque,11.0
LOC021122,,,,Villa Del Parque,11.0
LOC021123,,,,Villa Del Parque,11.0
LOC021124,,,,Villa Del Parque,11.0
LOC021125,,,,Villa Del Parque,11.0
LOC021126,,,,Villa Del Parque,11.0
LOC021128,P034,P034,P034,Villa Del Parque,11.0
LOC021130,P034,P034,P034,Villa Del Parque,11.0
LOC021131,P034,P034,P034,Villa Del Parque,11.0
LOC021134,,,,Villa Del Parque,11.0
LOC021135,,,,Villa Del Parque,11.0
LOC021136,,,,Villa Del Parque,11.0
LOC021138,,,,Villa Del Parque,11.0
LOC021139,,,,Villa Del Parque,11.0
LOC021140,,,,Villa Del Parque,11.0
LOC021146,,,,Villa Del Parque,11.0
LOC021149,,,,Villa Del Parque,11.0
LOC021151,,,,Villa Del Parque,11.0
LOC021152,,,,Villa Del Parque,11.0
LOC021153,,,,Villa Del Parque,11.0
LOC021154,,,,Villa Del Parque,11.0
LOC021155,P040,P040,P040,Villa Del Parque,11.0
LOC021158,,,,Villa Devoto,11.0
LOC021159,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021160,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021162,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021163,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021164,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021165,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021166,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021169,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021170,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021171,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021172,P018,,,Villa Devoto,11.0
LOC021174,P018,,,Villa Devoto,11.0
LOC021176,,,,Villa Devoto,11.0
LOC021177,P018,,,Villa Devoto,11.0
LOC021179,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021180,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021181,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021182,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021183,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021186,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021187,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021188,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021189,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021192,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021193,,,,Villa Devoto,11.0
LOC021194,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021195,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021196,P018,,,Villa Devoto,11.0
LOC021197,,,,Villa Devoto,11.0
LOC021198,,,,Villa Devoto,11.0
LOC021199,P018,,,Villa Devoto,11.0
LOC021201,P018,,,Villa Devoto,11.0
LOC021202,P018,,,Villa Devoto,11.0
LOC021203,P018,,,Villa Devoto,11.0
LOC021204,P018,,,Villa Devoto,11.0
LOC021205,,,,Villa Devoto,11.0
LOC021206,,,,Villa Devoto,11.0
LOC021207,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021208,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021210,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021211,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021212,P018,P018-2,P018-2,Villa Devoto,11.0
LOC021213,P018,,,Villa Devoto,11.0
LOC021215,P018,,,Villa Devoto,11.0
LOC021216,P018,,,Villa Devoto,11.0
LOC021217,P018,,,Villa Devoto,11.0
LOC021219,,,,Villa Devoto,11.0
LOC021220,P018,,,Villa Devoto,11.0
LOC021221,P018,,,Villa Devoto,11.0
LOC021222,P018,,,Villa Devoto,11.0
LOC021223,P018,,,Villa Devoto,11.0
LOC021226,P018,,,Villa Devoto,11.0
LOC021227,P018,,,Villa Devoto,11.0
LOC021228,P018,,,Villa Devoto,11.0
LOC021229,P018,,,Villa Devoto,11.0
LOC021231,P018,,,Villa Devoto,11.0
LOC021232,P018,,,Villa Devoto,11.0
LOC021234,P016,P016,P016,Villa Devoto,11.0
LOC021235,P016,P016,P016,Villa Devoto,11.0
LOC021236,P016,P016,P016,Villa Devoto,11.0
LOC021237,P016,P016,P016,Villa Devoto,11.0
LOC021238,P016,P016,P016,Villa Devoto,11.0
LOC021241,P016,P016,P016,Villa Devoto,11.0
LOC021242,P016,P016,P016,Villa Devoto,11.0
LOC021243,P016,P016,P016,Villa Devoto,11.0
LOC021244,P016,P016,P016,Villa Devoto,11.0
LOC021246,P016,P016,P016,Villa Devoto,11.0
LOC021247,P016,P016,P016,Villa Devoto,11.0
LOC021249,P016,P016,P016,Villa Devoto,11.0
LOC021250,P016,P016,P016,Villa Devoto,11.0
LOC021251,P016,P016,P016,Villa Devoto,11.0
LOC021253,P025,,,Villa Devoto,11.0
LOC021254,P025,,,Villa Devoto,11.0
LOC021255,P025,,,Villa Devoto,11.0
LOC021256,P025,,,Villa Devoto,11.0
LOC021257,P025,,,Villa Devoto,11.0
LOC021263,P016,P016,P016,Villa Devoto,11.0
LOC021264,P016,P016,P016,Villa Devoto,11.0
LOC021265,P016,P016,P016,Villa Devoto,11.0
LOC021266,,,,Villa Devoto,11.0
LOC021267,,,,Villa Devoto,11.0
LOC021268,,,,Villa Devoto,11.0
LOC021271,P016,P016,P016,Villa Devoto,11.0
LOC021272,,,,Villa Devoto,11.0
LOC021273,P016,P016,P016,Villa Devoto,11.0
LOC021274,P016,P016,P016,Villa Devoto,11.0
LOC021275,P016,P016,P016,Villa Devoto,11.0
LOC021276,P016,P016,P016,Villa Devoto,11.0
LOC021277,P016,P016,P016,Villa Devoto,11.0
LOC021278,P016,P016,P016,Villa Devoto,11.0
LOC021279,P016,P016,P016,Villa Devoto,11.0
LOC021281,P016,P016,P016,Villa Devoto,11.0
LOC021282,P016,P016,P016,Villa Devoto,11.0
LOC021283,P016,P016,P016,Villa Devoto,11.0
LOC021284,P016,P016,P016,Villa Devoto,11.0
LOC021285,P016,P016,P016,Villa Devoto,11.0
LOC021286,P016,P016,P016,Villa Devoto,11.0
LOC021287,P016,P016,P016,Villa Devoto,11.0
LOC021288,P016,P016,P016,Villa Devoto,11.0
LOC021289,P016,P016,P016,Villa Devoto,11.0
LOC021290,P018,,,Villa Devoto,11.0
LOC021291,P018,,,Villa Devoto,11.0
LOC021292,P018,,,Villa Devoto,11.0
LOC021294,,,,Villa Devoto,11.0
LOC021295,,,,Villa Devoto,11.0
LOC021296,P018,,,Villa Devoto,11.0
LOC021297,,,,Villa Devoto,11.0
LOC021298,,,,Villa Devoto,11.0
LOC021299,P018,,,Villa Devoto,11.0
LOC021300,P018,,,Villa Devoto,11.0
LOC021301,P016,P016,P016,Villa Devoto,11.0
LOC021302,P016,P016,P016,Villa Devoto,11.0
LOC021304,,,,Villa Devoto,11.0
LOC021306,P016,P016,P016,Villa Devoto,11.0
LOC021307,P016,P016,P016,Villa Devoto,11.0
LOC021308,P016,P016,P016,Villa Devoto,11.0
LOC021311,,,,Villa Devoto,11.0
LOC021313,P016,P016,P016,Villa Devoto,11.0
LOC021314,P016,P016,P016,Villa Devoto,11.0
LOC021315,P016,P016,P016,Villa Devoto,11.0
LOC021316,P016,P016,P016,Villa Devoto,11.0
LOC021317,P016,P016,P016,Villa Devoto,11.0
LOC021318,,,,Villa Devoto,11.0
LOC021319,,,,Villa Devoto,11.0
LOC021320,,,,Villa Devoto,11.0
LOC021323,,,,Villa Devoto,11.0
LOC021324,P035,P035,P035,Villa Devoto,11.0
LOC021325,P035,P035,P035,Villa Devoto,11.0
LOC021326,P035,P035,P035,Villa Devoto,11.0
LOC021327,P035,P035,P035,Villa Devoto,11.0
LOC021328,,,,Villa Devoto,11.0
LOC021329,,,,Villa Devoto,11.0
LOC021331,P016,P016,P016,Villa Devoto,11.0
LOC021332,,,,Villa Devoto,11.0
LOC021333,,,,Villa Devoto,11.0
LOC021334,,,,Villa Devoto,11.0
LOC021335,,,,Villa Devoto,11.0
LOC021337,,,,Villa Devoto,11.0
LOC021339,,,,Villa Devoto,11.0
LOC021341,P038,P038,P038,Villa Devoto,11.0
LOC021342,P038,P038,P038,Villa Devoto,11.0
LOC021343,P038,P038,P038,Villa Devoto,11.0
LOC021344,P038,P038,P038,Villa Devoto,11.0
LOC021346,P038,P038,P038,Villa Devoto,11.0
LOC021347,P038,P038,P038,Villa Devoto,11.0
LOC021348,P038,P038,P038,Villa Devoto,11.0
LOC021349,P038,P038,P038,Villa Devoto,11.0
LOC021350,P038,P038,P038,Villa Devoto,11.0
LOC021351,P038,P038,P038,Villa Devoto,11.0
LOC021352,P038,P038,P038,Villa Devoto,11.0
LOC021353,P038,P038,P038,Villa Devoto,11.0
LOC021354,P038,P038,P038,Villa Devoto,11.0
LOC021355,P038,P038,P038,Villa Devoto,11.0
LOC021356,P038,P038,P038,Villa Devoto,11.0
LOC021357,P038,P038,P038,Villa Devoto,11.0
LOC021358,P038,P038,P038,Villa Devoto,11.0
LOC021359,P038,P038,P038,Villa Devoto,11.0
LOC021360,,,,Villa Devoto,11.0
LOC021361,,,,Villa Devoto,11.0
LOC021363,,,,Villa Devoto,11.0
LOC021364,,,,Villa Devoto,11.0
LOC021365,P038,P038,P038,Villa Devoto,11.0
LOC021366,,,,Villa Devoto,11.0
LOC021367,,,,Villa Devoto,11.0
LOC021368,P035,P035,P035,Villa Devoto,11.0
LOC021369,P035,P035,P035,Villa Devoto,11.0
LOC021370,P035,P035,P035,Villa Devoto,11.0
LOC021371,P035,P035,P035,Villa Devoto,11.0
LOC021373,P035,P035,P035,Villa Devoto,11.0
LOC021374,P035,P035,P035,Villa Devoto,11.0
LOC021375,,,,Villa Devoto,11.0
LOC021378,P035,P035,P035,Villa Devoto,11.0
LOC021380,P035,P035,P035,Villa Devoto,11.0
LOC021381,P035,P035,P035,Villa Devoto,11.0
LOC021382,,,,Villa Devoto,11.0
LOC021383,P035,P035,P035,Villa Devoto,11.0
LOC021384,P035,P035,P035,Villa Devoto,11.0
LOC021385,,,,Villa Devoto,11.0
LOC021386,,,,Villa Devoto,11.0
LOC021389,,,,Villa Devoto,11.0
LOC021390,,,,Villa Devoto,11.0
LOC021391,,,,Villa Devoto,11.0
LOC021393,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021394,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021395,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021396,P018,P018-1,P018-1,Villa Devoto,11.0
LOC021397,P018,,,Villa Devoto,11.0
LOC021398,P018,,,Villa Devoto,11.0
LOC021403,P018,,,Villa Devoto,11.0
LOC021406,,,,Villa Devoto,11.0
LOC021408,,,,Villa Gral. Mitre,11.0
LOC021409,,,,Villa Gral. Mitre,11.0
LOC021410,,,,Villa Gral. Mitre,11.0
LOC021411,,,,Villa Gral. Mitre,11.0
LOC021412,,,,Villa Gral. Mitre,11.0
LOC021413,,,,Villa Gral. Mitre,11.0
LOC021415,,,,Villa Gral. Mitre,11.0
LOC021417,,,,Villa Gral. Mitre,11.0
LOC021418,,,,Villa Gral. Mitre,11.0
LOC021419,,,,Villa Gral. Mitre,11.0
LOC021421,,,,Villa Gral. Mitre,11.0
LOC021422,,,,Villa Gral. Mitre,11.0
LOC021423,,,,Villa Gral. Mitre,11.0
LOC021426,,,,Villa Gral. Mitre,11.0
LOC021427,,,,Villa Gral. Mitre,11.0
LOC021428,P036,P036,P036,Villa Gral. Mitre,11.0
LOC021429,,,,Villa Gral. Mitre,11.0
LOC021430,,,,Villa Gral. Mitre,11.0
LOC021431,P036,P036,P036,Villa Gral. Mitre,11.0
LOC021434,,,,Villa Gral. Mitre,11.0
LOC021435,,,,Villa Gral. Mitre,11.0
LOC021436,,,,Villa Gral. Mitre,11.0
LOC021437,,,,Villa Gral. Mitre,11.0
LOC021438,,,,Villa Gral. Mitre,11.0
LOC021439,,,,Villa Gral. Mitre,11.0
LOC021440,,,,Villa Gral. Mitre,11.0
LOC021441,,,,Villa Gral. Mitre,11.0
LOC021442,,,,Villa Gral. Mitre,11.0
LOC021443,,,,Villa Gral. Mitre,11.0
LOC021444,,,,Villa Gral. Mitre,11.0
LOC021445,,,,Villa Gral. Mitre,11.0
LOC021446,,,,Villa Gral. Mitre,11.0
LOC021447,,,,Villa Gral. Mitre,11.0
LOC021448,,,,Villa Gral. Mitre,11.0
LOC021449,P036,P036,P036,Villa Gral. Mitre,11.0
LOC021451,P036,P036,P036,Villa Gral. Mitre,11.0
LOC021452,,,,Villa Gral. Mitre,11.0
LOC021453,,,,Villa Gral. Mitre,11.0
LOC021454,,,,Villa Gral. Mitre,11.0
LOC021455,,,,Villa Gral. Mitre,11.0
LOC021457,,,,Villa Gral. Mitre,11.0
LOC021458,,,,Villa Gral. Mitre,11.0
LOC021459,,,,Villa Gral. Mitre,11.0
LOC021460,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021462,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021464,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021465,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021466,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021469,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021471,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021472,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021473,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021474,,,,Villa Gral. Mitre,11.0
LOC021475,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021476,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021478,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021479,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021480,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021481,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021482,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021483,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021485,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021487,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021488,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021489,P036,P036,P036,Villa Gral. Mitre,11.0
LOC021490,,,,Villa Gral. Mitre,11.0
LOC021493,,,,Villa Gral. Mitre,11.0
LOC021494,,,,Villa Gral. Mitre,11.0
LOC021495,,,,Villa Gral. Mitre,11.0
LOC021496,,,,Villa Gral. Mitre,11.0
LOC021498,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021499,,,,Villa Gral. Mitre,11.0
LOC021500,,,,Villa Gral. Mitre,11.0
LOC021501,,,,Villa Gral. Mitre,11.0
LOC021502,P043,P043,P043,Villa Gral. Mitre,11.0
LOC021504,,,,Villa Gral. Mitre,11.0
LOC021507,,,,Villa Gral. Mitre,11.0
LOC021509,,,,Villa Gral. Mitre,11.0
LOC021510,,,,Villa Gral. Mitre,11.0
LOC021511,,,,Villa Gral. Mitre,11.0
LOC021512,,,,Villa Gral. Mitre,11.0
LOC021513,P036,P036,P036,Villa Gral. Mitre,11.0
LOC021514,,,,Villa Luro,10.0
LOC021515,,,,Villa Luro,10.0
LOC021516,,,,Villa Luro,10.0
LOC021517,,,,Villa Luro,10.0
LOC021518,,,,Villa Luro,10.0
LOC021519,P025,P025-2,P025-2,Villa Luro,10.0
LOC021520,P025,P025-2,P025-2,Villa Luro,10.0
LOC021521,P025,P025-2,P025-2,Villa Luro,10.0
LOC021522,,,,Villa Luro,10.0
LOC021524,P025,,,Villa Luro,10.0
LOC021525,,,,Villa Luro,10.0
LOC021527,,,,Villa Luro,10.0
LOC021528,,,,Villa Luro,10.0
LOC021529,,,,Villa Luro,10.0
LOC021530,P020,P020,P020,Villa Luro,10.0
LOC021531,P020,P020,P020,Villa Luro,10.0
LOC021532,P020,P020,P020,Villa Luro,10.0
LOC021533,P020,P020,P020,Villa Luro,10.0
LOC021534,,,,Villa Luro,10.0
LOC021535,,,,Villa Luro,10.0
LOC021536,,,,Villa Luro,10.0
LOC021538,,,,Villa Luro,10.0
LOC021539,P025,,,Villa Luro,10.0
LOC021541,P020,P020,P020,Villa Luro,10.0
LOC021543,,,,Villa Luro,10.0
LOC021544,,,,Villa Luro,10.0
LOC021545,,,,Villa Luro,10.0
LOC021547,,,,Villa Luro,10.0
LOC021548,P020,P020,P020,Villa Luro,10.0
LOC021551,P020,P020,P020,Villa Luro,10.0
LOC021552,,,,Villa Luro,10.0
LOC021553,,,,Villa Luro,10.0
LOC021555,,,,Villa Luro,10.0
LOC021556,,,,Villa Luro,10.0
LOC021557,P020,P020,P020,Villa Luro,10.0
LOC021559,P020,P020,P020,Villa Luro,10.0
LOC021561,,,,Villa Luro,10.0
LOC021562,,,,Villa Luro,10.0
LOC021563,,,,Villa Luro,10.0
LOC021565,,,,Villa Luro,10.0
LOC021566,,,,Villa Luro,10.0
LOC021568,,,,Villa Luro,10.0
LOC021569,,,,Villa Luro,10.0
LOC021571,,,,Villa Luro,10.0
LOC021572,,,,Villa Luro,10.0
LOC021573,,,,Villa Luro,10.0
LOC021574,P025,,,Villa Luro,10.0
LOC021575,P025,,,Villa Luro,10.0
LOC021577,P020,P020,P020,Villa Luro,10.0
LOC021578,P020,P020,P020,Villa Luro,10.0
LOC021579,P020,P020,P020,Villa Luro,10.0
LOC021580,P020,P020,P020,Villa Luro,10.0
LOC021581,P020,P020,P020,Villa Luro,10.0
LOC021582,P020,P020,P020,Villa Luro,10.0
LOC021584,P020,P020,P020,Villa Luro,10.0
LOC021585,P020,P020,P020,Villa Luro,10.0
LOC021586,P020,P020,P020,Villa Luro,10.0
LOC021588,,,,Villa Luro,10.0
LOC021589,,,,Villa Luro,10.0
LOC021590,,,,Villa Luro,10.0
LOC021591,,,,Villa Luro,10.0
LOC021592,,,,Villa Luro,10.0
LOC021593,P020,P020,P020,Villa Luro,10.0
LOC021595,P020,P020,P020,Villa Luro,10.0
LOC021596,P020,P020,P020,Villa Luro,10.0
LOC021598,P020,P020,P020,Villa Luro,10.0
LOC021600,P020,P020,P020,Villa Luro,10.0
LOC021601,,,,Villa Luro,10.0
LOC021603,,,,Villa Luro,10.0
LOC021604,,,,Villa Luro,10.0
LOC021605,P020,P020,P020,Villa Luro,10.0
LOC021606,P020,P020,P020,Villa Luro,10.0
LOC021607,P020,P020,P020,Villa Luro,10.0
LOC021608,P020,P020,P020,Villa Luro,10.0
LOC021610,P020,P020,P020,Villa Luro,10.0
LOC021611,P020,P020,P020,Villa Luro,10.0
LOC021612,P020,P020,P020,Villa Luro,10.0
LOC021613,P020,P020,P020,Villa Luro,10.0
LOC021614,P020,P020,P020,Villa Luro,10.0
LOC021616,P020,P020,P020,Villa Luro,10.0
LOC021617,P020,P020,P020,Villa Luro,10.0
LOC021619,P020,P020,P020,Villa Luro,10.0
LOC021620,,,,Villa Luro,10.0
LOC021621,,,,Villa Real,10.0
LOC021623,,,,Villa Real,10.0
LOC021624,,,,Villa Real,10.0
LOC021625,,,,Villa Real,10.0
LOC021626,,,,Villa Real,10.0
LOC021629,P025,,,Villa Real,10.0
LOC021631,P025,,,Villa Real,10.0
LOC021633,P025,,,Villa Real,10.0
LOC021634,P025,,,Villa Real,10.0
LOC021635,P025,,,Villa Real,10.0
LOC021636,,,,Villa Real,10.0
LOC021637,,,,Villa Real,10.0
LOC021638,P018,,,Villa Real,10.0
LOC021639,P018,P018-2,P018-2,Villa Real,10.0
LOC021641,P018,P018-2,P018-2,Villa Real,10.0
LOC021643,,,,Villa Real,10.0
LOC021644,,,,Villa Real,10.0
LOC021645,P018,P018-2,P018-2,Villa Real,10.0
LOC021646,P018,P018-2,P018-2,Villa Real,10.0
LOC021647,P018,P018-2,P018-2,Villa Real,10.0
LOC021648,P018,P018-2,P018-2,Villa Real,10.0
LOC021651,P018,P018-2,P018-2,Villa Real,10.0
LOC021653,P018,P018-2,P018-2,Villa Real,10.0
LOC021654,P018,,,Villa Real,10.0
LOC021655,P018,P018-2,P018-2,Villa Real,10.0
LOC021656,P018,P018-2,P018-2,Villa Real,10.0
LOC021657,P018,,,Villa Real,10.0
LOC021658,P018,P018-2,P018-2,Villa Real,10.0
LOC021659,,,,Villa Real,10.0
LOC021661,,,,Villa Real,10.0
LOC021663,P018,P018-2,P018-2,Villa Real,10.0
LOC021664,P018,P018-2,P018-2,Villa Real,10.0
LOC021665,P018,P018-2,P018-2,Villa Real,10.0
LOC021666,,,,Villa Real,10.0
LOC021667,,,,Villa Real,10.0
LOC021668,P018,P018-2,P018-2,Villa Real,10.0
LOC021669,P018,P018-2,P018-2,Villa Real,10.0
LOC021670,,,,Villa Real,10.0
LOC021671,P018,,,Villa Real,10.0
LOC021672,,,,Villa Real,10.0
LOC021673,,,,Villa Real,10.0
LOC021674,P018,P018-2,P018-2,Villa Real,10.0
LOC021676,P040,P040,P040,Villa Santa Rita,11.0
LOC021677,,,,Villa Santa Rita,11.0
LOC021678,,,,Villa Santa Rita,11.0
LOC021679,,,,Villa Santa Rita,11.0
LOC021680,P040,P040,P040,Villa Santa Rita,11.0
LOC021681,,,,Villa Santa Rita,11.0
LOC021682,P040,P040,P040,Villa Santa Rita,11.0
LOC021684,,,,Villa Santa Rita,11.0
LOC021687,P040,P040,P040,Villa Santa Rita,11.0
LOC021688,P040,P040,P040,Villa Santa Rita,11.0
LOC021689,P040,P040,P040,Villa Santa Rita,11.0
LOC021690,P040,P040,P040,Villa Santa Rita,11.0
LOC021691,,,,Villa Santa Rita,11.0
LOC021692,,,,Villa Santa Rita,11.0
LOC021694,,,,Villa Santa Rita,11.0
LOC021696,,,,Villa Santa Rita,11.0
LOC021697,,,,Villa Santa Rita,11.0
LOC021698,,,,Villa Santa Rita,11.0
LOC021699,,,,Villa Santa Rita,11.0
LOC021700,,,,Villa Santa Rita,11.0
LOC021702,P040,P040,P040,Villa Santa Rita,11.0
LOC021703,P052,P052,P052,Villa Santa Rita,11.0
LOC021704,,,,Villa Santa Rita,11.0
LOC021705,,,,Villa Santa Rita,11.0
LOC021706,,,,Villa Santa Rita,11.0
LOC021707,P040,P040,P040,Villa Santa Rita,11.0
LOC021708,,,,Villa Santa Rita,11.0
LOC021710,,,,Villa Santa Rita,11.0
LOC021711,P040,P040,P040,Villa Santa Rita,11.0
LOC021712,,,,Villa Santa Rita,11.0
LOC021713,,,,Villa Santa Rita,11.0
LOC021714,P040,P040,P040,Villa Santa Rita,11.0
LOC021715,,,,Villa Santa Rita,11.0
