establecimiento_uid,legacy_id,nombre,alias_nombre,nombre_normalizado,direccion,latitud,longitud,barrio_declarado,barrio,comuna,categoria,subcategoria,fuentes,familias_fuente,fuente_principal,fecha_frescura_evidencia,nivel_publicacion,existe_en_fuente,estado_vigencia,estado_operativo,fecha_verificacion_vigencia,fuente_verificacion,tipo_verificacion,referente,tipo_referente,reconocimiento,reconocimiento_normativo,orden_normativo,punto_instrumental,polo_ficha_sistema_asociado,nivel_confianza,metodo_geocodificacion,observaciones_qa
HITO-MIC-038,MIC-038,El Preferido de Palermo,,EL PREFERIDO DE PALERMO,Jorge Luis Borges 2108,-34.585456,-58.4253,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/el-preferido-de-palermo | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/el-preferido-de-palermo,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-044,MIC-044,Elena,,ELENA,Posadas 1086/88,-34.590154,-58.382258,Retiro,Retiro,Comuna 1,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/elena | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/elena,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-Z46,alta,heredado de la capa,
HITO-MIC-039,MIC-039,Evelia,,EVELIA,Campos Salles 1712,-34.548355,-58.458392,Nuñez,Nuñez,Comuna 13,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/evelia | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/evelia,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-Z41,alta,heredado de la capa,
HITO-MIC-057,MIC-057,Fervor,,FERVOR,Posadas 1519,-34.587315,-58.387386,Recoleta,Recoleta,Comuna 2,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fervor | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fervor,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R06,alta,heredado de la capa,
HITO-MIC-004,MIC-004,Fico,,FICO,Muñecas 775,-34.600741,-58.44549,Villa Crespo,Villa Crespo,Comuna 15,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fico-1213659 | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fico-1213659,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R08,alta,heredado de la capa,
HITO-MIC-021,MIC-021,Fogón Asado,,FOGON ASADO,Uriarte 1423,-34.58852,-58.433587,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fogon-asado | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fogon-asado,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-047,MIC-047,Gioia Cocina Botánica,,GIOIA COCINA BOTANICA,Posadas 1350,-34.588486,-58.385579,Recoleta,Recoleta,Comuna 2,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/gioia-cocina-botanica | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/gioia-cocina-botanica,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-005,MIC-005,Han,,HAN,Vera 966,-34.594888,-58.441652,Villa Crespo,Villa Crespo,Comuna 15,MICHELIN,Una Estrella,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/han | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/han,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Una Estrella,NO,,SI,POLO-R08,alta,heredado de la capa,
HITO-MIC-007,MIC-007,Horta,,HORTA,Aguirre 1080,-34.592503,-58.440557,Villa Crespo,Villa Crespo,Comuna 15,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/horta-1217076 | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/horta-1217076,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R08,alta,heredado de la capa,
HITO-MIC-036,MIC-036,José El Carnicero,,JOSE EL CARNICERO,Thames 2316,-34.582803,-58.423822,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/jose-el-carnicero | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/jose-el-carnicero,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-016,MIC-016,Julia,,JULIA,Loyola 807,-34.593368,-58.437876,Villa Crespo,Villa Crespo,Comuna 15,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/julia-1206804 | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/julia-1206804,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R08,alta,heredado de la capa,
HITO-MIC-054,MIC-054,Kōnā,,KONA,Castañeda 1899,-34.553373,-58.437036,Belgrano,Belgrano,Comuna 13,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/kona | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/kona,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-053,MIC-053,La Cabaña,,LA CABANA,Avenida Alicia Moreau de Justo 580,-34.604104,-58.367006,Puerto Madero,Puerto Madero,Comuna 1,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/la-cabana-551418 | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/la-cabana-551418,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R04,alta,heredado de la capa,
HITO-MIC-006,MIC-006,Mercado de Liniers,,MERCADO DE LINIERS,Gorriti 6012,-34.581688,-58.441598,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mercado-de-liniers | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mercado-de-liniers,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-029,MIC-029,Michel Rolland Grill & Wine,,MICHEL ROLLAND GRILL WINE,Juana Manso 1760,-34.619238,-58.361564,Puerto Madero,Puerto Madero,Comuna 1,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/michel-rolland-grill-wine | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/michel-rolland-grill-wine,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R04,alta,heredado de la capa,
HITO-MIC-037,MIC-037,Mishiguene,,MISHIGUENE,Lafinur 3368,-34.577021,-58.412208,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mishiguene | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mishiguene,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-056,MIC-056,Narda Comedor,,NARDA COMEDOR,Mariscal Antonio José de Sucre 664,-34.553046,-58.436699,Belgrano,Belgrano,Comuna 13,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/narda-comedor | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/narda-comedor,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-040,MIC-040,Ness,,NESS,Grecia 3691,-34.545719,-58.463724,Nuñez,Nuñez,Comuna 13,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ness | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ness,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-Z41,alta,heredado de la capa,
HITO-MIC-022,MIC-022,Nika Club Omakase,,NIKA CLUB OMAKASE,Nicaragua 5952,-34.5789,-58.437129,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nika-club-omakase | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nika-club-omakase,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-034,MIC-034,Niño Gordo,,NINO GORDO,Thames 1810,-34.5866,-58.429023,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nino-gordo | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nino-gordo,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-042,MIC-042,Osaka Concepción,,OSAKA CONCEPCION,Concepción Arenal 2913,-34.578551,-58.441801,Colegiales,Colegiales,Comuna 13,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/osaka-concepcion | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/osaka-concepcion,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,SYS-CHACAGIALES,alta,heredado de la capa,
HITO-MIC-017,MIC-017,Picarón,,PICARON,Avenida Dorrego 866,-34.591115,-58.447086,Chacarita,Chacarita,Comuna 15,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/picaron | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/picaron,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,SYS-CHACAGIALES,alta,heredado de la capa,
HITO-MIC-033,MIC-033,Piedra Pasillo Al Fondo,,PIEDRA PASILLO AL FONDO,Campos Salles 2145,-34.550759,-58.463338,Nuñez,Nuñez,Comuna 13,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/piedra-pasillo-al-fondo | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/piedra-pasillo-al-fondo,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-Z41,alta,heredado de la capa,
HITO-MIC-050,MIC-050,Presencia,,PRESENCIA,Montevideo 1789,-34.590008,-58.386103,Retiro,Retiro,Comuna 1,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/presencia | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/presencia,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R06;POLO-Z46,alta,heredado de la capa,
HITO-MIC-041,MIC-041,Raggio Osteria,,RAGGIO OSTERIA,Gurruchaga 2121,-34.586135,-58.424182,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/raggio-osteria | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/raggio-osteria,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-MIC-031,MIC-031,República del Fuego,,REPUBLICA DEL FUEGO,Juncal 2682,-34.589779,-58.404128,Recoleta,Recoleta,Comuna 2,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/republica-del-fuego | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/republica-del-fuego,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-027,MIC-027,Restó SCA,,RESTO SCA,Montevideo 938,-34.598001,-58.389789,Recoleta,Recoleta,Comuna 2,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/resto-sca | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/resto-sca,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-030,MIC-030,Roux,,ROUX,Peña 2300,-34.590733,-58.397336,Recoleta,Recoleta,Comuna 2,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/roux-532524 | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/roux-532524,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R06,alta,heredado de la capa,
HITO-MIC-055,MIC-055,Sottovoce,,SOTTOVOCE,Avenida del Libertador 1098,-34.586089,-58.387478,Recoleta,Recoleta,Comuna 2,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/sottovoce-1208879 | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/sottovoce-1208879,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,,alta,heredado de la capa,
HITO-MIC-002,MIC-002,Trescha,,TRESCHA,Murillo 725,-34.600335,-58.444028,Villa Crespo,Villa Crespo,Comuna 15,MICHELIN,Una Estrella,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/trescha | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/trescha,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Una Estrella,NO,,SI,POLO-R08,alta,heredado de la capa,
HITO-MIC-028,MIC-028,Ultramarinos,,ULTRAMARINOS,Pasaje Arribeños 1980,,,,,,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ultramarinos | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ultramarinos,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,NO,,sin_resolver,heredado de la capa,SIN_COORDENADA: no se asigna a cartografía ni a conteos espaciales.
HITO-MIC-026,MIC-026,Uni Omakase,,UNI OMAKASE,Guatemala 5820,-34.578581,-58.434262,Palermo,Palermo,Comuna 14,MICHELIN,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/uni-omakase | REFERENTES_2026,PUBLICA_GCBA;EXTERNA_TERCEROS,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/uni-omakase,"selección MICHELIN vigente, consultada el 03-08-2026",completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,MICHELIN,Recomendado/seleccionado,NO,,SI,POLO-R01,alta,heredado de la capa,
HITO-ICO-001,ICO-001,Albamonte Ristorante,,ALBAMONTE RISTORANTE,CORRIENTES AV. 6735,-34.587694,-58.453078,Chacarita,Chacarita,Comuna 15,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/albamonte-ristorante | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/albamonte-ristorante,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,SYS-CHACAGIALES,alta,heredado de la capa,
HITO-ICO-002,ICO-002,El Imparcial,,EL IMPARCIAL,"YRIGOYEN, HIPOLITO 1201",-34.609741,-58.383634,Monserrat,Monserrat,Comuna 1,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/el-imparcial | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/el-imparcial,2026-07-07,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-07-07,"Info Gastronómica 07/07/2026 (reporteo sobre el programa, no sobre el local) · La Nación 07/07/2026",DOCUMENTAL,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-R12;POLO-Z47,alta,heredado de la capa,
HITO-ICO-003,ICO-003,El Mirasol de Boedo,,EL MIRASOL DE BOEDO,BOEDO 136,-34.612897,-58.417618,Almagro,Almagro,Comuna 5,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/el-mirasol-de-boedo | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/el-mirasol-de-boedo,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-Z37,alta,heredado de la capa,
HITO-ICO-004,ICO-004,El Puentecito,,EL PUENTECITO,LUJAN 2101,-34.655622,-58.374943,Barracas,Barracas,Comuna 4,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/el-puentecito | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/el-puentecito,2026-07-07,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-07-07,"La Nación 07/07/2026, entre los 16 Restaurantes Icónicos",DOCUMENTAL,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,,alta,heredado de la capa,
HITO-ICO-005,ICO-005,El Tropezón,,EL TROPEZON,CALLAO AV. 248,-34.606226,-58.392259,Balvanera,Balvanera,Comuna 3,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/el-tropezon | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/el-tropezon,2026,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,,,SIN_VERIFICACION,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-Z35;POLO-Z47,alta,heredado de la capa,
HITO-ICO-006,ICO-006,Estilo Campo,,ESTILO CAMPO,"MOREAU DE JUSTO, ALICIA AV. 1840",-34.620317,-58.365452,Puerto Madero,Puerto Madero,Comuna 1,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/estilo-campo | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/estilo-campo,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-R04,alta,heredado de la capa,
HITO-ICO-007,ICO-007,Happening,,HAPPENING,"OBLIGADO RAFAEL, AV.COSTANERA 7030",-34.544109,-58.432401,Belgrano,Belgrano,Comuna 13,Restaurante Icónico,,https://turismo.buenosaires.gob.ar/es/gastronomico/happening | REFERENTES_2026,PUBLICA_GCBA,https://turismo.buenosaires.gob.ar/es/gastronomico/happening,2026-08-08,completo,SI,SIN_VERIFICAR,SIN_VERIFICAR,2026-08-08,,AUTOMATICA_PLATAFORMA_OFFLINE,SI,Restaurante Icónico,Restaurante Icónico,NO,,SI,POLO-R07,alta,heredado de la capa,
