id_habilitacion,fecha_habilitacion,anio_fuente,periodo_fuente,descripcion_rubro_original,categoria_gastronomica_inferida,confianza_categoria,direccion_original,barrio,comuna,superficie,requiere_validacion,motivo_validacion,estado_datos,fuentes_utilizadas,urls_fuentes,fecha_consulta_min,fecha_consulta_max,nota_metodologica,limitaciones,apto_dashboard
HAB0205770,2022-01-10,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,REPUBLICA DOMINICANA 3502;VIDT 1892,No determinado,No determinada,288,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205771,2022-01-10,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,REPUBLICA DOMINICANA 3502;VIDT 1892,No determinado,No determinada,288,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0208975,2022-01-10,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,LIMA 1495,No determinado,No determinada,42,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0208977,2022-01-10,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,LIMA 1495,No determinado,No determinada,42,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0208090,2022-01-06,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"CASTRO, EMILIO AV. 6483",No determinado,No determinada,40,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0208245,2022-01-06,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,SEGUROLA AV. 822,No determinado,No determinada,42,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0208246,2022-01-06,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,SEGUROLA AV. 822,No determinado,No determinada,42,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205593,2022-01-04,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,LOPE DE VEGA AV. 1864;LOPE DE VEGA AV. 1866,No determinado,No determinada,397,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205594,2022-01-04,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,LOPE DE VEGA AV. 1864;LOPE DE VEGA AV. 1866,No determinado,No determinada,397,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0208390,2022-01-04,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,RECONQUISTA 511,No determinado,No determinada,77,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0207631,2022-01-03,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,CUBA 4181;CUBA 4185,No determinado,No determinada,252,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0207632,2022-01-03,2022,2022,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,CUBA 4181;CUBA 4185,No determinado,No determinada,252,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0208228,2022-01-03,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,NOGOYA 3703,No determinado,No determinada,50,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0208691,2022-01-03,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,VERA 688,No determinado,No determinada,69,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0208788,2022-01-03,2022,2022,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,LOPE DE VEGA AV. 2499,No determinado,No determinada,67,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198168,2021-12-30,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,ROJAS 756,No determinado,No determinada,348,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198364,2021-12-30,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,PACHECO DE MELO,No determinado,No determinada,112,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0201290,2021-12-30,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,LEOPARDI 524,No determinado,No determinada,97,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0201291,2021-12-30,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,LEOPARDI 524,No determinado,No determinada,97,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0203744,2021-12-30,2021,2021,Elaboración de helados con venta directa al público,Heladeria,0.9,SANABRIA 3317,No determinado,No determinada,52,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197166,2021-12-29,2021,2021,CASA DE LUNCH,Catering,0.85,PASTEUR 778,No determinado,No determinada,76,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0205370,2021-12-29,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,CAMPANA 3397,No determinado,No determinada,42,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198990,2021-12-28,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,DE LA TORRE,No determinado,No determinada,36,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197251,2021-12-27,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,AREVALO 1707,No determinado,No determinada,34,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198641,2021-12-23,2021,2021,Elaboración de helados con venta directa al público,Heladeria,0.9,BELGRANO AV. 3317,No determinado,No determinada,54,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197263,2021-12-22,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"CALVO, CARLOS 3002;CALVO, CARLOS 3006;CALVO, CARLOS 3012",No determinado,No determinada,129,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197264,2021-12-22,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,"CALVO, CARLOS 3002;CALVO, CARLOS 3006;CALVO, CARLOS 3012",No determinado,No determinada,129,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198578,2021-12-22,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,RONDEAU 2700,No determinado,No determinada,73,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198579,2021-12-22,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,RONDEAU 2700,No determinado,No determinada,73,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198922,2021-12-22,2021,2021,Elaboración de helados con venta directa al público,Heladeria,0.9,LARRAZABAL 2715,No determinado,No determinada,145,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0202249,2021-12-22,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,NOGOYA 4661,No determinado,No determinada,195,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0202250,2021-12-22,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,NOGOYA 4661,No determinado,No determinada,195,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0199339,2021-12-21,2021,2021,Elaboración de cacao y chocolate y de productos de confitería,Pasteleria,0.85,LLERENA 2985,No determinado,No determinada,241,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0199076,2021-12-16,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,CABILDO AV. 2876,No determinado,No determinada,295,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0199077,2021-12-16,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,CABILDO AV. 2876,No determinado,No determinada,295,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197367,2021-12-13,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,CORRIENTES AV. 6042,No determinado,No determinada,119,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198833,2021-12-13,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"SAENZ PEÑA, LUIS, PRES. 106;YRIGOYEN, HIPOLITO 1492;YRIGOYEN, HIPOLITO 1500",No determinado,No determinada,208,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0201122,2021-12-13,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,ROSARIO 677,No determinado,No determinada,102,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0201123,2021-12-13,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,ROSARIO 677,No determinado,No determinada,102,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0203589,2021-12-13,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,SANTA FE AV. 3252,No determinado,No determinada,87,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198241,2021-12-10,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,VIRASORO,No determinado,No determinada,259,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198243,2021-12-10,2021,2021,Elaboración industrial de productos de panadería,Panaderia,0.9,1750523,No determinado,No determinada,259,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0198244,2021-12-10,2021,2021,Elaboración de productos de panadería n.c.p.,Panaderia,0.9,VIRASORO,No determinado,No determinada,259,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0204096,2021-12-10,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,OLAVARRIA 841,No determinado,No determinada,39,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0204097,2021-12-10,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,OLAVARRIA 841,No determinado,No determinada,39,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197371,2021-12-09,2021,2021,Elaboración de productos de panadería n.c.p.,Panaderia,0.9,ESMERALDA 524,No determinado,No determinada,487,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197372,2021-12-09,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,ESMERALDA 524,No determinado,No determinada,487,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197373,2021-12-09,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,ESMERALDA 524,No determinado,No determinada,487,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197916,2021-12-09,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,"BRAVO, MARIO 467;BRAVO, MARIO 471",No determinado,No determinada,472,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197917,2021-12-09,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,"BRAVO, MARIO 467;BRAVO, MARIO 471",No determinado,No determinada,472,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0201643,2021-12-09,2021,2021,Elaboración de productos de panadería n.c.p.,Panaderia,0.9,TINOGASTA 5131,No determinado,No determinada,403,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0201644,2021-12-09,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,TINOGASTA 5131,No determinado,No determinada,403,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0203225,2021-12-09,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,23,No determinado,No determinada,195,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0203820,2021-12-09,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,ALSINA,No determinado,No determinada,92,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197928,2021-11-29,2021,2021,Elaboración de productos de panadería n.c.p.,Panaderia,0.9,7,No determinado,No determinada,198,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197929,2021-11-29,2021,2021,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,Panaderia,0.9,7,No determinado,No determinada,198,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
HAB0197930,2021-11-29,2021,2021,Elaboración de productos de panadería con venta directa al público.,Panaderia,0.9,7,No determinado,No determinada,198,si,Mapeo automatico desde fuente real; revisar contrato,datos reales,F02,https://data.buenosaires.gob.ar/dataset/habilitaciones-aprobadas,2026-06-10,2026-06-10,Ultimas habilitaciones gastronomicas F02 segun fecha_habilitacion disponible.,No equivale a establecimientos activos; fecha puede faltar en algunos recursos.,si
