hito_id,nombre,tipo,reconocimiento,direccion,barrio_declarado,latitud,longitud,origen,fuente_primaria,edicion_o_anio,confianza,metodo_geocodificacion,conflicto_direccion,nota_carga,es_patrimonio_normativo,patrimonio_norma,patrimonio_declaratoria,patrimonio_organismo,patrimonio_nota,vigencia_verificada,vigencia_fuente,vigencia_fecha,continuidad_ininterrumpida,es_alta_2026_08_03,declaratoria_localizada,alta_referencia_que_toca,vigencia_nivel,vigencia_sentido_duda,vigencia_revisar_hasta,nota_ronda_5,nota_ronda_6,registro_oficial,direccion_variante,vigencia_fecha_consulta,nota_ronda_7,places_business_status,nota_ronda_8,alerta_juridica,alerta_juridica_fecha,alerta_juridica_fuente,nota_ronda_9
DIR-003,Guerrin,Pizzería emblemática,APYCE + GCBA (2025),Av. Corrientes 1368,San Nicolas,-34.604042,-58.386004,evidencia_2026 · alta,https://turismo.buenosaires.gob.ar/es/gastronomico/guerrin,2025,alta,USIG sobre la dirección,,,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-004,El Cuartito,Pizzería emblemática,APYCE + GCBA (2025),Talcahuano 937,Retiro / San Nicolas,-34.597845,-58.385527,evidencia_2026 · alta,https://elcuartito.com.ar/,2025,alta,USIG sobre la dirección,,altura sobre el limite Retiro/San Nicolas,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-005,Las Cuartetas,Pizzería emblemática,APYCE + GCBA (2025),Av. Corrientes 838,San Nicolas,-34.603607,-58.3786,evidencia_2026 · alta,https://turismo.buenosaires.gob.ar/es/gastronomico/las-cuartetas,2025,alta,USIG sobre la dirección,,,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-006,Pin Pun,Pizzería emblemática,APYCE + GCBA (2025),Av. Corrientes 3954,Almagro,-34.603323,-58.42031,evidencia_2026 · media,https://www.cronista.com/clase/gourmet/la-pizzeria-historica-que-es-la-mas-antigua-de-caba-y-fue-elegida-como-la-mejor-de-la-ciudad-en-varias-oportunidades/,2025,media,USIG sobre la dirección,,la distinguida es la historica de 1927,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-007,Casa Burgio,Pizzería emblemática,APYCE + GCBA (2025),Av. Cabildo 2477,Belgrano,-34.558456,-58.45961,evidencia_2026 · alta,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/burgio,2025,alta,USIG sobre la dirección,,CERRO 2021 y REABRIO oct-2022 con nuevo dueno. La continuidad NO es ininterrumpida,False,,,,,si,operativa.,2026-08-07,no · cerró en 2021 y reabrió en octubre de 2022 con otro dueño,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-008,Angelin,Pizzería emblemática,APYCE + GCBA (2025),Av. Cordoba 5270,Villa Crespo,-34.589853,-58.436933,evidencia_2026 · media,https://www.canal26.com/turismo/2026/06/24/las-pizzerias-emblematicas-de-buenos-aires-historia-precios-y-por-que-siguen-marcando-la-cultura-portena/,2025,media,USIG sobre la dirección,,algunas fuentes la ubican en Palermo; la altura es Villa Crespo,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-009,La Mezzetta,Pizzería emblemática,APYCE + GCBA (2025),Av. Alvarez Thomas 1321,Villa Ortuzar,-34.578231,-58.460815,evidencia_2026 · media,https://www.cronista.com/clase/gourmet/la-historica-pizzeria-portena-que-abrio-hace-mas-de-80-anos-solo-tiene-4-variedades-y-su-estrella-es-la-fugazzeta-rellena/,2025,media,USIG sobre la dirección,si,CONFLICTO OFICIAL vs PRENSA: GCBA da 1311 y Chacarita; prensa da 1321 y Villa Ortuzar,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-010,Banchero,Pizzería emblemática,APYCE + GCBA (2025),Suarez 396,La Boca,-34.635258,-58.358632,evidencia_2026 · alta,https://turismo.buenosaires.gob.ar/es/gastronomico/banchero,2025,alta,USIG sobre la dirección,si,"GCBA da Suarez 396; canal26 da Alte. Brown 1220. MISMA ESQUINA, dos numeraciones. Sitio de Interes Cultural CPPHC 2002",True,Norma 143/02,Sitio de Interes Cultural,CPPHC-GCBA,1932,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-011,El Cedron,Pizzería emblemática,APYCE + GCBA (2026),Av. Juan B. Alberdi 6101,Mataderos,-34.65369,-58.504823,evidencia_2026 · alta,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/el-cedron,2026,alta,USIG sobre la dirección,,CONTROL OK,True,-,Sitio de Interes Cultural,Legislatura CABA,placa 03/06/2013,dudosa,,2025-06-27,,False,,,ninguno,la ficha de Tripadvisor está desactualizada y su propia reseña más reciente lo dice: «el teléfono NO CORRESPONDE A LA PIZZERÍA Y LOS DATOS TAMPOCO». Nada posterior a 2025-06-27.,,,,pizzeria_emblematica,,,,,,,,,
DIR-012,Los Maestros,Pizzería emblemática,APYCE + GCBA (2026),Parana 1249,Recoleta,-34.593727,-58.388633,evidencia_2026 · alta,https://losmaestros.com.ar/,2026,alta,USIG sobre la dirección,,NO SE DETERMINO cual de los 3 locales es el historico,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-013,Pirilo,Pizzería emblemática,APYCE + GCBA (2026),Defensa 821,San Telmo,-34.617508,-58.3717,evidencia_2026 · alta,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/pirilo,2026,alta,USIG sobre la dirección,,fundada 1932,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-014,Los Campeones,Pizzería emblemática,APYCE + GCBA (2026),Av. Montes de Oca 856,Barracas,-34.638058,-58.374593,evidencia_2026 · alta,https://turismo.buenosaires.gob.ar/es/gastronomico/los-campeones,1954,alta,USIG sobre la dirección,,CONTROL OK. Local unico,False,,,,,probablemente_abierto,apyce.org/pizzerias-emblematicas (el organizador) + Infobae 29/05/2026,2026-05-29,,False,,,v5,,,,,pizzeria_emblematica,,,,,"ES PIZZERÍA, de 1954, no bar ni bodegón: fundada por cuatro amigos futboleros y el nombre se eligió para no ofender a ninguna hinchada. Pizza a la piedra en horno a leña de quebracho. NO es Bar Notable —confirmado, ausente del catálogo—. La cita «todo un emblema de la identidad de Barracas» que circulaba viene de una ficha del GCBA inerte desde el 08/09/2021: ver FD-19. La etiqueta «salón de la fama porteño» de la prensa no existe: ver FD-18.",,,,
DIR-015,San Carlos,Pizzería emblemática,APYCE + GCBA (2026),Av. Rivadavia 4548,Caballito,-34.615514,-58.429977,evidencia_2026 · media,https://www.cronista.com/clase/gourmet/la-historica-pizzeria-de-caballito-que-ofrece-porciones-llenas-de-queso-y-tenes-que-probar/,2026,media,USIG sobre la dirección,si,"la prensa la describe en Rivadavia y La Plata, que cae unas cuadras despues",False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-016,Torino Norte,Pizzería emblemática,APYCE + GCBA (2026),Av. Juan B. Justo 3995,La Paternal,-34.604292,-58.458401,evidencia_2026 · alta,https://pizzeriatorino.com.ar/contacto/,2026,alta,USIG sobre la dirección,,posible segundo local sin corroborar,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-017,Gran Pizzeria Jose,Pizzería emblemática,APYCE + GCBA (2026),Av. San Martin 6915,Villa Devoto,-34.591495,-58.511332,evidencia_2026 · media,https://www.cronista.com/clase/gourmet/la-pizzeria-clasica-de-villa-devoto-que-cumplio-80-anos-y-que-vale-la-pena-conocer/,2026,media,USIG sobre la dirección,,fundada 1943,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-018,El Palacio de la Pizza,Pizzería emblemática,APYCE + GCBA (2026),Av. Corrientes 751,San Nicolas,-34.603362,-58.377315,evidencia_2026 · alta,https://turismo.buenosaires.gob.ar/es/gastronomico/el-palacio-de-la-pizza,2026,alta,USIG sobre la dirección,,fundada 1956,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-019,El Trebol 1969,Pizzería emblemática,APYCE + GCBA (2026),Av. Angel Gallardo 3,Villa Crespo,-34.602299,-58.432442,evidencia_2026 · alta,https://www.pizzeriaeltrebol1969.com.ar/,2026,alta,USIG sobre la dirección,,limite Villa Crespo/Almagro,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-020,San Antonio,Pizzería emblemática,APYCE + GCBA (2026),Av. Juan de Garay 3602,Boedo,-34.631496,-58.416229,evidencia_2026 · media,https://www.cronista.com/clase/gourmet/la-clasica-pizzeria-portena-que-es-un-clasico-de-boedo-y-causa-furor-en-el-barrio/,2026,media,USIG sobre la dirección,,1954. ES EL CUARTO HITO DE BOEDO que estaba sin coordenadas,False,,,,,sin_verificar,,,,False,,,,,,,,pizzeria_emblematica,,,,,,,,,
DIR-021,Santolin,Heladería histórica,AFADHYA notables (2025-11),Av. San Martin 3185,La Paternal,-34.601814,-58.468654,evidencia_2026 · media,https://www.lanacion.com.ar/sociedad/5-heladerias-historicas-buenos-aires-les-hacen-nid2210827/,2025-11,media,USIG sobre la dirección,,fundada 1950,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
DIR-022,Tino,Heladería histórica,AFADHYA notables (2025-11),Av. Diaz Velez 4520,Caballito,-34.608806,-58.43073,evidencia_2026 · alta,https://www.tinohelados.com/,2025-11,alta,USIG sobre la dirección,,local unico desde 1965,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
DIR-023,El Ciervo,Heladería histórica,AFADHYA notables (2025-11),Carhue 124,Liniers,-34.640442,-58.524929,evidencia_2026 · media,https://cosasdebarrioweb.com.ar/2025/11/05/la-heladeria-el-ciervo-celebra-sus-60-anos-de-historia-en-liniers/,2025-11,media,USIG sobre la dirección,,"el historico es Carhue 124 (1965). TERCERA SUCURSAL nueva: Av. Lisandro de la Torre 299, Mataderos",False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
DIR-024,Saverio Helados,Heladería histórica,AFADHYA historicas (2024),Av. San Juan 2809,San Cristobal,-34.623952,-58.404263,evidencia_2026 · alta,https://saverio.com.ar/,2024,alta,USIG sobre la dirección,si,"1909, la mas antigua del pais. El fundacional era San Juan 2727 y ya no opera. La Nacion da 2816",False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
DIR-025,Napoli,Heladería histórica,AFADHYA historicas (2024),Av. Entre Rios 1167,San Cristobal,-34.622271,-58.391621,evidencia_2026 · media,https://www.cronista.com/clase/gourmet/la-historia-de-la-clasica-heladeria-portena-que-abrio-hace-70-anos-y-es-una-de-las-mejores-de-caba/,2024,media,USIG sobre la dirección,,fundada 1954,False,,,,,sin_verificar,,,,False,,,,,,,,,,,,,,,,,
PAT-001,Pena Los Amigos / Bar El Chino,Patrimonio normativo,Sitio de Interes Cultural,Beazley 3566,Nueva Pompeya,-34.65314,-58.409913,evidencia_2026 · patrimonio_normativo,https://buenosaires.gob.ar/areas/cultura/cpphc/sitios/detalle.php?id=41,1999,alta,USIG sobre la dirección,,,True,norma 421/99,Sitio de Interes Cultural,CPPHC-GCBA,1944. VIGENCIA DUDOSA: sin cobertura posterior a 2017,dudosa,Sitio de Interés Cultural 1999; sin cobertura posterior a 2017.,2026-08-07,,False,,,,,,,,sitio_interes_cultural,,,,,,,,,
PAT-002,Bar Catedral Tango,Patrimonio normativo,Sitio de Interes Cultural,Timoteo Gordillo 2498,Mataderos,-34.662959,-58.501138,evidencia_2026 · patrimonio_normativo,https://buenosaires.gob.ar/noticias/reconocimiento-uno-de-los-lugares-mas-emblematicos-de-mataderos,2015-10-21,alta,USIG sobre la dirección,,,True,-,Sitio de Interes Cultural,GCBA,almacen de abril de 1914,sin_verificar,,,,False,,,,,,,,sitio_interes_cultural,,,,,,,,,
PAT-003,Edificios Administrativos del Antiguo Matadero,Patrimonio normativo,Monumento Historico Nacional + APH 21,Av. Lisandro de la Torre y Av. de los Corrales,Mataderos,-34.662558,-58.500164,evidencia_2026 · patrimonio_normativo,https://aquimataderosonline.com.ar/patrimonio-historico-arquitectonico-del-barrio-de-mataderos/,1979,alta,USIG sobre la dirección,,,True,Decreto 1021/1979,Monumento Historico Nacional + APH 21,Nacion,FALTA confirmar el decreto contra el registro nacional,sin_verificar,,,,False,,,,,,,,APH,,,,,,,,,
H094,Bar Iberia,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),Av. de Mayo 1196,Monserrat,-34.609258,-58.383303,RES_MCGC_1225_26 (ronda 5),Boletín Oficial CABA,,alta,USIG normalizador + datos_utiles (ronda 5),,Agregado en ronda 5. Dado de baja en 3758/24 (cerró marzo 2020) y reincorporado en 1225/26 (reabrió junio 2024): La Nación / Revista Lugares 06/01/2025 documenta el ciclo completo. Único caso donde el catálogo siguió alta-baja-alta sin que se le perdiera el rastro.,False,,,,,si,"La Nación / Revista Lugares 06/01/2025, entrevista a Maxi Longo.",2024-06,,True,"sí · RES-MCGC-1225-26 (IF-2026-10314379-GCABA-DGPMYCH), orden 10/90, firmado 26/02/2026",R12 Centro / Montserrat,v2,,,Alta confirmada por Diego (auditoría de cierres) y por el diff sistemático contra la Res. 1225/26. Sin geocodificar todavía.,,bar_notable,,,,,,,,,
DIR-026,Gran Café Gardel,Café histórico sin registro oficial,trayectoria documentada sin registro oficial,ochava Av. Entre Ríos e Independencia,Monserrat,-34.618158,-58.3917,evidencia_2026 · alta ronda 7,hitos_nuevos_monserrat.csv,2026,media,cruce de ejes del callejero oficial (la fuente da ochava sin altura),,,False,,,,,si,"Infobae 05/01/2025, con reporteo",2025-01-05,,False,,,v1,,,,,,,,"1935, 91 años. NO figura en el anexo 1225/26 ni entre los 16 Restaurantes Icónicos: es trayectoria sin registro oficial, y por eso NO computa para la vía B con la regla vigente. Se carga igual porque es el tipo de hito que la ficha de la zona necesita nombrar. Barrio disputado con San Cristóbal.",,,,,,
DIR-027,Centro Asturiano de Buenos Aires,Casa regional con comedor,casa regional con comedor en funciones,Solis 475,Monserrat,-34.614553,-58.39043,evidencia_2026 · alta ronda 7,hitos_nuevos_monserrat.csv,2026,media,USIG normalizador sobre la dirección,,,False,,,,,dudosa,sitio oficial: la sede social cuenta con restaurante,,,False,,,ninguno,,,,,,,,"ABRE LA VÍA D, no la B: es oferta de colectividad verificable, no registro oficial gastronómico. Sede lunes a viernes 10-18; el horario del restaurante no se pudo confirmar, y por eso dudosa.",,,,,,
DIR-028,Centro Laurak Bat (Restaurante Haritz),Casa regional con comedor,casa regional con comedor en funciones,Av. Belgrano 1144,Monserrat,-34.613261,-58.382472,evidencia_2026 · alta ronda 7,hitos_nuevos_monserrat.csv,2026,media,USIG normalizador sobre la dirección,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,,"HALLAZGO NUEVO. Opera el Restaurante Haritz. ABRE LA VÍA D con oferta verificable, no con relato: es un restaurante con nombre propio dentro de la casa vasca, no una referencia a la colectividad.",,,,,,
DIR-029,Casal de Catalunya,Casa regional con comedor,casa regional con comedor en funciones,Chacabuco 863,San Telmo,-34.618169,-58.375917,evidencia_2026 · alta ronda 7,hitos_nuevos_monserrat.csv,2026,media,USIG normalizador sobre la dirección,,,False,,,,,sin_verificar,,,,False,,,,,,,,,,,"Fuera del perímetro propuesto de Monserrat pero contiguo. Se registra para que la vía D de la zona pueda decidirse con el conjunto a la vista, no para computarlo adentro.",,,,,,
