id,titulo,organismo,licencia,actualizado,recursos,formatos,tiene_coordenada,tiene_direccion,georreferenciable,palabras_gastro,palabras_local,columnas_sensibles,puntaje,columnas,url_portal
encuesta-anual-hogares,Encuesta anual de hogares.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-04-21,16,CSV XLSX,False,False,False,,,,0,afiliacion_salud | anos_escolaridad | calidad_ingresos_familiares | calidad_ingresos_lab | calidad_ingresos_no_lab | calidad_ingresos_totales | cantidad_hijos_nac_vivos | cat_ocupacional | comuna | dominio | edad | estado_educativo | estado_ocupacional | hijos_nacidos_vivos | id | ingreso_per_capita_familiar | ingreso_total_lab | ingreso_total_no_lab | ingresos_familiares | ingresos_totales | lugar_nacimiento | miembro | nhogar | nivel_actual | nivel_max_educativo | num_miembro_madre | num_miembro_padre | parentesco_jefe | sector_educativo | sexo | situacion_conyugal,https://data.buenosaires.gob.ar/dataset/encuesta-anual-hogares
encuesta-movilidad-domiciliaria,Encuesta de Movilidad Domiciliaria 2018,Secretaría de Transporte y Obras Públicas,Creative Commons Attribution,2024-11-04,7,PDF XLSX,False,False,False,,,,0, |  distancia_viaje_km |  duracion_minutos |  hora_final |  hora_inicio |  pondera | bh_nbh | campo | cantidad_etapas | cod_partido_destino | cod_partido_origen | descripcion | duracion_del_viaje | id_etapa | id_hogar | id_persona | id_viaje | ii_1_a_vivienda | ii_1_b_lugar_vivienda | ii_2_cantidadhabitaciones | ii_3_bano | ii_6_personashabituales | ii_7_personastemporal | iii_11_moto_1_propietario | iii_11_moto_2_propietario | iii_11_moto_3_propietario | iii_11_moto_4_propietario | iii_12_moto_1_uso | iii_12_moto_2_uso | iii_12_moto_3_uso | iii_12_moto_4_uso | iii_14_a_cuantasbicis | iii_14_tienebicis | iii_1_ tienevehiculosmotorizados | iii_1_a_cuantosvehiculosmotorizados | iii_2_cocheras | iii_3_vehiculo_1_tipo | iii_3_vehiculo_2_tipo | iii_3_vehiculo_3_tipo | iii_3_vehiculo_4_tipo,https://data.buenosaires.gob.ar/dataset/encuesta-movilidad-domiciliaria
entrevistas-designaciones-personal-covid,Entrevistas y designaciones de personal sanitario covid-19.,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2025-04-30,2,CSV XLSX,False,False,False,,,,0,designados | entrevistas_aprobadas | entrevistas_realizadas | fecha | perfil,https://data.buenosaires.gob.ar/dataset/entrevistas-designaciones-personal-covid
equipos-medicos,Equipos médicos.,Ministerio de Salud,CC-BY-2.5-AR,2025-01-20,1,CSV,False,False,False,,,,0,cantidad | cantidad_equipos_medicos,https://data.buenosaires.gob.ar/dataset/equipos-medicos
escrituras-ivc,Escrituras IVC,Instituto de Vivienda de la Ciudad (IVC),CC-BY-2.5-AR,2026-06-30,8,CSV XLSX,False,False,False,,,,0,cancelacion | etiquetas de fila | levantamiento de pacto de retroventa | liberacion parcial | poder especial irrevocable | reconocimiento de hipoteca | reconocimiento de hipoteca cooperativas | rectificatoria | reglamentos | retrocesion | sin efecto | total general | venta | venta c/hipoteca,https://data.buenosaires.gob.ar/dataset/escrituras-ivc
estacionamiento-en-la-via-publica,Estacionamiento en la Vía Pública,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-06-22,4,CSV JSON XLSX ZIP,False,False,False,,,,0,horario_normativa | horario_regla_general | normativa | regla_general | tarifa,https://data.buenosaires.gob.ar/dataset/estacionamiento-en-la-via-publica
estacionamientos-concesionados-movilidad-sustentable,Estacionamientos concesionados de movilidad sustentable,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-06-22,3,CSV XLSX ZIP,False,False,False,,,,0,horario_normativa | horario_regla_general | normativa | regla_general | tarifa,https://data.buenosaires.gob.ar/dataset/estacionamientos-concesionados-movilidad-sustentable
estacionamientos-motos,Estacionamientos de Motos,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-06-22,6,CSV XLSX ZIP,False,False,False,,,,0,horario_normativa | horario_regla_general | normativa | regla_general | tarifa,https://data.buenosaires.gob.ar/dataset/estacionamientos-motos
estructura-poblacion,Estructura de la Población,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,9,CSV XLS XLSX,False,False,False,,,,0,ambos sexos | anio | cant_poblacion | edad | esperanza_vida | grupo_edad | mujeres | nacionalidad | porc_adultos_mayores | sexo | tasa_fecundidad | tipo_hogar | varones,https://data.buenosaires.gob.ar/dataset/estructura-poblacion
estructura-demografica,Estructura demográfica,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,12,CSV XLSX,False,False,False,,,,0,anio | barrio | comuna | edad | grupo_edad | indice_feminidad | indice_masculinidad | nacionalidad | poblacion | porc_poblacion | sexo | sexo_condicion_asistencia,https://data.buenosaires.gob.ar/dataset/estructura-demografica
fecundidad,Fecundidad.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-18,6,CSV XLSX,False,False,False,,,,0,anio | grupo_edad | hijos_nacidos_vivos | tasa_bruta_reproduccion | tasa_fecundidad,https://data.buenosaires.gob.ar/dataset/fecundidad
femicidios,Femicidios.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-18,4,CSV XLSX,False,False,False,,,,0,anio | cantidad_femicidios | grupo_edad | tasa_femicidios,https://data.buenosaires.gob.ar/dataset/femicidios
jurisdiccionales-de-educacion-sexual-integral,Ficha jurisdiccionales de Educación Sexual Integral de la Ciudad de Buenos Aires,Ministerio de Educación,CC-BY-2.5-AR,2026-07-17,5,CSV PDF,False,False,False,,,,0,ano | id_pregunta | jurisdiccion | jurisdiccion  | pregunta | respuesta | tipo_de_pregunta,https://data.buenosaires.gob.ar/dataset/jurisdiccionales-de-educacion-sexual-integral
fideicomisos,Fideicomisos,Subsecretaría de Justicia,CC-BY-2.5-AR,2026-06-18,5,CSV XLSX,False,False,False,,,,0,ano | cantidad_fideicomosos_inscriptos | tipo_fideicomiso_inscripto | tipo_fideicomiso_inscripto_desagregado,https://data.buenosaires.gob.ar/dataset/fideicomisos
flujo-vehicular-por-unidades-de-peaje-ausa,Flujo Vehicular por Unidades de Peaje AUSA.,Autopistas Urbanas (AUSA),CC-BY-2.5-AR,2026-07-22,22,CSV XLSX ZIP,False,False,False,,,,0,ano de fecha operativa | cat cobrada | dia de fecha operativa | fecha operativa | hora hh | id peaje | mes de fecha operativa | observacion | pasos | sentido | tipo cobro,https://data.buenosaires.gob.ar/dataset/flujo-vehicular-por-unidades-de-peaje-ausa
frecuencia-subte,Frecuencia del subte,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-07-24,2,CSV XLSX,False,False,False,,,,0,mes_anio | servicio_frecuencia_a | servicio_frecuencia_b | servicio_frecuencia_c | servicio_frecuencia_d | servicio_frecuencia_e | servicio_frecuencia_h | servicio_frecuencia_premetro,https://data.buenosaires.gob.ar/dataset/frecuencia-subte
grandes-contribuyentes,Grandes Contribuyentes,Administración Gubernamental de Ingresos Públicos (AGIP),CC-BY-2.5-AR,2026-06-24,2,CSV XLSX,False,False,False,,,cuit razon_social,0,cuit | razon_social,https://data.buenosaires.gob.ar/dataset/grandes-contribuyentes
grilla-salarial,Grilla Salarial.,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-07-22,10,CSV XLSX,False,False,False,,,,0,adicional_categoria_profesional | adicional_categoria_tecnica | adicional_salarial | agrupamiento | atg | autoridades superiores | basico | basico_nca | bruto | bruto_atg_categoria_general | bruto_ctg | categoria | categoria_remuneracion | codigo_atn | ctg | fecha_fin | fecha_inicio | fondo_de_garantia_nca | grado | observaciones | periodo | plus_control | remuneracion bruta total | suma paritaria 2020 | suma variable | suma_fija_acta | suma_variable | suplemento_fijo_mensual_nca | tramo | uurr_basico,https://data.buenosaires.gob.ar/dataset/grilla-salarial
historia-clinica-electronica,Historia clínica electrónica,Ministerio de Salud,Creative Commons Attribution,2025-07-29,2,CSV,False,False,False,,,,0,acumulado | cesacs con historia clinica electronica implementada | empadronados en historia clinica electronica | nuevos | porcentaje,https://data.buenosaires.gob.ar/dataset/historia-clinica-electronica
hogares-situacion-vulnerabilidad,Hogares en situación de vulnerabilidad,Instituto de Vivienda de la Ciudad (IVC),CC-BY-2.5-AR,2026-06-23,16,CSV XLSX,False,False,False,,,,0,ano | ano y trimestre | cantidad de anos necesarios para adquirir una vivienda | cantidad de aportes equivalentes a una vivienda | comuna | en situacion de indigencia | en situacion de pobreza no indigente | hacinamiento critico | hacinamiento no critico | hogares con necesidades basicas insatisfechas | no pobres | sin hacinamiento | trimestre,https://data.buenosaires.gob.ar/dataset/hogares-situacion-vulnerabilidad
hogares-familia,Hogares y familia,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,6,CSV XLSX,False,False,False,,,,0,anio | grupo_edad | porc_hogares | porc_jefas_hogar | porc_jefes | sexo_jefe_hogar | tipo_hogar,https://data.buenosaires.gob.ar/dataset/hogares-familia
informe-salud-sexual-y-reproductiva,Informe Salud Sexual y Reproductiva (PDF),Ministerio de Salud,CC-BY-2.5-AR,2026-06-22,3,PDF,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/informe-salud-sexual-y-reproductiva
informes-coyuntura-habitacional,Informes de Coyuntura Habitacional,Instituto de Vivienda de la Ciudad (IVC),CC-BY-2.5-AR,2026-07-17,7,PDF,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/informes-coyuntura-habitacional
infraestructura-acceso-saneamiento-mejorado,Infraestructura y acceso a saneamiento mejorado,Instituto de Vivienda de la Ciudad (IVC),CC-BY-2.5-AR,2026-06-23,12,CSV XLSX,False,False,False,,,,0,"agua de lluvia, rio, canal, arroyo o acequia | agua fuera de la vivienda pero dentro del terreno | agua fuera del terreno | agua por caneria dentro de la vivienda | calidad basica | calidad insuficiente | calidad satisfactoria | camara septica y pozo ciego | comuna | electricidad | electricidad por red | gas a granel (zeppelin) | gas de red | gas en garrafa | gas en tubo | generacion propia a motor | generacion propia por otros medios | hoyo o excavacion en la tierra | lena o carbon | otro | perforacion con bomba a motor | perforacion con bomba manual | pozo | red publica | red publica (cloaca) | sin acceso a electricidad | solo a pozo ciego | transporte por cisterna",https://data.buenosaires.gob.ar/dataset/infraestructura-acceso-saneamiento-mejorado
ingresos,Ingresos.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,12,CSV XLSX,False,False,False,,,,0,anio | ingreso_ocup_principal | ingreso_por_hora | porc_hogares | promedio_ingreso | quintil_ing_familiar | relacion_ing_canasta | sexo | sexo_jefe_hogar | tipo_hogar,https://data.buenosaires.gob.ar/dataset/ingresos
inspectores-apra,Inspectores APRA,Agencia de Protección Ambiental,CC-BY-2.5-AR,2026-06-23,2,CSV XLSX,False,False,False,,,apellido documento,0,apellido | dependencia | nombre | numero de documento | organismo | puesto | tipo de documento,https://data.buenosaires.gob.ar/dataset/inspectores-apra
inspectores-agip,Inspectores de la AGIP,Administración Gubernamental de Ingresos Públicos (AGIP),CC-BY-2.5-AR,2025-09-05,2,CSV XLSX,False,False,False,,,,0,departamento | division | equipo | ficha_censal | foto | inspector | orden | supervisor,https://data.buenosaires.gob.ar/dataset/inspectores-agip
inventario-gases-efecto-invernadero,Inventario de gases de efecto invernadero,Vicejefatura de Gobierno,CC-BY-2.5-AR,2025-12-26,6,CSV XLSX,False,False,False,,,,0,alcance_1 | alcance_2 | alcance_3 | ano | ano_emision | fuente | sector | subsector | valor,https://data.buenosaires.gob.ar/dataset/inventario-gases-efecto-invernadero
jardin-botanico,Jardín Botánico,Ministerio de Espacio Público e Higiene Urbana,CC-BY-2.5-AR,2026-06-23,2,CSV XLSX,False,False,False,,,,0,area | ciclo de hoja | ciclo de la especie | diametro de copa | endemica | familia | habito de crecimiento | macizo | nativa | nombre | nombre cientifico | nombre vulgar | origen de la especie | region fitogeografica | sector | sinonimia | subsector,https://data.buenosaires.gob.ar/dataset/jardin-botanico
lengua-senas,Lengua de Señas,Ministerio de Desarrollo Humano y Hábitat,CC-BY-2.5-AR,2026-06-24,2,CSV XLSX,False,False,False,,,apellido dni,0,apellido | nombre | numero de dni,https://data.buenosaires.gob.ar/dataset/lengua-senas
licencias-familiares-gcba,Licencias familiares en GCBA,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,8,CSV XLSX,False,False,False,,,,0,anio | grupo_edad | grupo_edad_solicitante | porc_hombres_licencia | porc_licencias | porc_licencias_extendida | porc_solicitantes_mujeres,https://data.buenosaires.gob.ar/dataset/licencias-familiares-gcba
llamadas-linea-144,Llamadas linea 144,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-07-22,2,CSV XLSX,False,False,False,,,,0,adolecente violento | ano | asesoramiento | casos maltrato fisico emocional | casos maltrato infanto-juvenil y abuso sexual | casos pap mamas derecho a la saluda | emergencia | informacion general | noviazgo violento | otras problematicas | total linea de informacion general y salud integral | total linea te ayudo | total linea violencia familiar | total llamadas servicios telefonicos,https://data.buenosaires.gob.ar/dataset/llamadas-linea-144
llamados-107-covid,Llamados 107 COVID-19,Ministerio de Salud,CC-BY-2.5-AR,2025-07-24,2,CSV XLSX,False,False,False,,,,0,casos_descartados | casos_sospechosos | covid_llamados | derivados | fecha | hospital | traslados,https://data.buenosaires.gob.ar/dataset/llamados-107-covid
mapa-violencia-de-genero,Mapa de Violencia de Género - DG de Violencia de Género,Dirección General de Violencia de Género,Creative Commons Attribution,2024-11-04,2,XLSX,False,False,False,,,,0,comuna | justicia solicitante | modalidad | tipificacion,https://data.buenosaires.gob.ar/dataset/mapa-violencia-de-genero
mapa-violencia-de-mujer,Mapa de Violencia de Género - DG de la Mujer,Dirección General de la Mujer,Creative Commons Attribution,2024-11-04,16,CSV XLSX,False,False,False,,,,0, | % | % llama consultante | % llama victima | abril | admisiones | agosto | agrupamiento | barrios | cant. llama consultante | cant. llama victima | cantidad | casos | centro integral de la mujer | comuna | diciembre | edad | enero | febrero | identidad de genero consultante | identidad de genero victima | julio | junio | lugar residencia de la victima | marzo  | mayo | mes | modalidad de violencia | noviembre | octubre | origen | prestaciones | requerimiento | septiembre | sub-tipo | tipo de violencia | total | vinculo con la victima,https://data.buenosaires.gob.ar/dataset/mapa-violencia-de-mujer
matrimonios,Matrimonios.,Dirección General Registro del Estado Civil y Capacidad de las Personas,CC-BY-2.5-AR,2026-07-28,18,CSV XLSX,False,False,False,,,,0,comuna | edad_1 | edad_2 | estado_civil_1 | estado_civil_2 | fecha_matrimonio | genero_1 | genero_2,https://data.buenosaires.gob.ar/dataset/matrimonios
matricula-escolar,Matrícula escolar,Ministerio de Educación,Creative Commons Attribution,2026-06-18,4,CSV XLSX,False,False,False,,,,0,matricula_estatal | matricula_privada | matricula_total | modalidad | nivel_ensenanza | pct_mujeres_estatal | pct_mujeres_privada | pct_mujeres_total | tipo_oferta,https://data.buenosaires.gob.ar/dataset/matricula-escolar
mediaciones-concluidas,Mediaciones Concluidas,Subsecretaría de Justicia,CC-BY-2.5-AR,2026-06-22,22,CSV PDF XLSX,False,False,False,,,,0,cantidad_mediaciones_concluidas | comuna | mes,https://data.buenosaires.gob.ar/dataset/mediaciones-concluidas
mediaciones-ingresadas,Mediaciones Ingresadas,Subsecretaría de Justicia,CC-BY-2.5-AR,2026-06-23,6,CSV XLSX,False,False,False,,,,0,cantidad de mediaciones | comuna | mes,https://data.buenosaires.gob.ar/dataset/mediaciones-ingresadas
metas-reduccion-de-emisiones-por-transporte,Metas de reducción de emisiones por Transporte 2050,Agencia de Protección Ambiental,CC-BY-2.5-AR,2026-07-23,2,CSV XLSX,False,False,False,,,,0,ano | meta_porcentual | tipo_transporte,https://data.buenosaires.gob.ar/dataset/metas-reduccion-de-emisiones-por-transporte
metas-reduccion-de-emision,Metas reducción de emisiones contaminantes para el 2050,Agencia de Protección Ambiental,Creative Commons Attribution,2026-07-23,3,CSV XLSX,False,False,False,,,,0,anio | cantidad_emitida | sector,https://data.buenosaires.gob.ar/dataset/metas-reduccion-de-emision
mujeres-accidentes-transito,Mujeres en accidentes de tránsito,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-18,4,CSV XLSX,False,False,False,,,,0,anio | porc_mujeres_fallecidas | porc_mujeres_lesionadas_acc_transito,https://data.buenosaires.gob.ar/dataset/mujeres-accidentes-transito
mujeres-politica,Mujeres en la política,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-11,8,CSV XLSX,False,False,False,,,,0,anio | porc_legisladoras | porc_mujeres_comisiones | porc_mujeres_juntas_comunales | porc_mujeres_magistrados,https://data.buenosaires.gob.ar/dataset/mujeres-politica
nombres,Nombres.,Dirección General Registro del Estado Civil y Capacidad de las Personas,CC-BY-2.5-AR,2026-04-08,4,CSV XLSX,False,False,False,,,,0,genero | nombre | origen | sexo | significado,https://data.buenosaires.gob.ar/dataset/nombres
viajes-amba-pandemia,Orígenes y destinos de los viajes AMBA pre y post pandemia,Secretaría de Transporte y Obras Públicas,Creative Commons Attribution,2026-06-24,17,CSV PDF ZIP,False,False,False,,,,0,destino | distancia | edad | genero | modo | origen | periodo | profesional | proposito | residencia | viajes,https://data.buenosaires.gob.ar/dataset/viajes-amba-pandemia
parque-automotor,Parque automotor,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2024-11-04,2,CSV XLSX,False,False,False,,,,0,administracion | ano | cantidad_vehiculos | mes,https://data.buenosaires.gob.ar/dataset/parque-automotor
mujeres-en-la-legislatura,Participación Política de las Mujeres en la Legislatura,Ministerio de Justicia y Seguridad,Creative Commons Attribution,2025-09-05,3,CSV XLSX,False,False,False,,,,0,anio | legisladoras_mujeres | legisladores_varones,https://data.buenosaires.gob.ar/dataset/mujeres-en-la-legislatura
partidos-politicos-reconocidos-en-caba,Partidos políticos reconocidos en CABA.,Ministerio de Justicia y Seguridad,Creative Commons Attribution,2026-07-22,4,CSV XLSX,False,False,False,,,,0,anio | anio_reconocimiento | fecha_reconocimiento | integra_partido_nacional | nombre_partido | numero_partido | partidos_in_partidos_nacionales | partidos_no_partidos_nacionales | publicacion_fecha | sigla_partido | total_partidos,https://data.buenosaires.gob.ar/dataset/partidos-politicos-reconocidos-en-caba
partos-realizados-hospitales,Partos realizados en hospitales.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-11,2,CSV XLSX,False,False,False,,,,0,ano | cesareas | forceps | nombre hospital | normal | otros | total de partos,https://data.buenosaires.gob.ar/dataset/partos-realizados-hospitales
pauta-publicitaria,Pauta Publicitaria,Secretaria de Comunicación,CC-BY-2.5-AR,2026-07-21,165,CSV XLSX,False,False,False,,,razon_social,0, | campana | compulsa | fecha | fecha  | fecha inicio publicac. | fecha-publicacion | fecha_publicacion | id | importe | importe  | medio | mont | monto | monto total | monto_pesos_ars | razon_social_medio | tipo | tipo_de_medio | url,https://data.buenosaires.gob.ar/dataset/pauta-publicitaria
personas-buscadas,Personas buscadas,Jefatura de Gabinete de Ministros,CC-BY-2.5-AR,2026-06-24,3,CSV PDF XLSX,False,False,False,,,apellido,0,apellido | datos identificatorios | edad | fecha de nacimiento | fecha o circunstancia de desaparicion | nacionalidad | nombre | vestimenta,https://data.buenosaires.gob.ar/dataset/personas-buscadas
plan-gobierno,Plan de Gobierno.,Jefatura de Gabinete de Ministros,CC-BY-2.5-AR,2026-07-17,2,CSV XLSX,False,False,False,,,,0,barrio | descripcion_proyecto | eje1 | eje1	 | eje2 | etiqueta | fecha_fin | fecha_inicio | fecha_inicio	 | jurisdiccion | nombre_proyecto	 | objetivo | objetivo	,https://data.buenosaires.gob.ar/dataset/plan-gobierno
plan-de-vacunacion-covid-19,Plan de vacunación COVID-19,Ministerio de Salud,CC-BY-2.5-AR,2026-07-03,2,CSV XLSX,False,False,False,,,,0,dosis_1 | dosis_2 | fecha | genero | grupo_etario | tipo_efector | vacuna,https://data.buenosaires.gob.ar/dataset/plan-de-vacunacion-covid-19
planchetas-codigo-planeamiento-urbano,Planchetas Código de Planeamiento Urbano,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-06-09,10,PDF RAR TXT ZIP,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/planchetas-codigo-planeamiento-urbano
polideportivos-caba,Polideportivos CABA,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,8,CSV XLSX,False,False,False,,,,0,anio | ind_fem_act_dirigidas | ind_fem_act_libres | promedio_asistentes | sexo,https://data.buenosaires.gob.ar/dataset/polideportivos-caba
presupuesto-ejecutado,Presupuesto Ejecutado,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-06-22,59,CSV XLSX ZIP,False,False,False,,,,0,act | act_desc | car | car_desc | definitivo | devengado | eco | eco_desc | ent | ent_desc | fin | fin_desc | fte | fte_desc | fun | fun_desc | geo | geo_desc | inc | inc_desc | jur | jur_desc | ob | ob_desc | og | og_desc | par | par_desc | ppal | ppal_desc | prog | prog_desc | proy | proy_desc | sancion | sjur | sjur_desc | spar | spar_desc | sprog,https://data.buenosaires.gob.ar/dataset/presupuesto-ejecutado
presupuesto-sancionado,Presupuesto Sancionado.,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-06-22,15,CSV XLSX ZIP,False,False,False,,,,0,act | act_desc | car | car_desc | eco | eco_desc | ent | ent_desc | fin | fin_desc | fte | fte_desc | fun | fun_desc | geo | geo_desc | inc | inc_desc | jur | jur_desc | ob | ob_desc | og | og_desc | par | par_desc | ppal | ppal_desc | prog | prog_desc | proy_desc | proyecto | sancion | sjur | sjur_desc | spar | spar_desc | sprog | sprog_desc | ue,https://data.buenosaires.gob.ar/dataset/presupuesto-sancionado
participacion-ciudadana-procesos-participativos,Procesos participativos - Programa de Participación ciudadana,Secretaria de Gobierno y Vinculo Ciudadano,Creative Commons Attribution,2026-04-14,2,CSV XLSX,False,False,False,,,,0,area_especifica | asistentes_total_evento | fecha_inicio_evento | inscriptos_total_evento | nombre_evento,https://data.buenosaires.gob.ar/dataset/participacion-ciudadana-procesos-participativos
programa-aprende-programando,Programa Aprendé Programando.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2025-07-29,4,CSV XLSX,False,False,False,,,,0,anio | cantidad_alumnos | indice_feminidad | sexo,https://data.buenosaires.gob.ar/dataset/programa-aprende-programando
programa-ba-elige,Programa BA Elige,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-07-20,4,CSV XLSX,False,False,False,,,,0,anio | desagregacion_territorial | indice_feminidad | indice_participacion_femenina,https://data.buenosaires.gob.ar/dataset/programa-ba-elige
programa-codo-codo,Programa Codo a Codo.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-22,4,CSV XLSX,False,False,False,,,,0,anio | cant_personas | indice_femenidad | sexo,https://data.buenosaires.gob.ar/dataset/programa-codo-codo
programa-giro-digital,Programa Giro Digital.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2025-07-23,2,CSV XLSX,False,False,False,,,,0,anio | indice_feminidad,https://data.buenosaires.gob.ar/dataset/programa-giro-digital
programa-segunda-vuelta,Programa Segunda Vuelta,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2025-07-29,2,CSV XLSX,False,False,False,,,,0,anio | indice_feminidad,https://data.buenosaires.gob.ar/dataset/programa-segunda-vuelta
talento-tech,Programa Talento Tech,Ministerio de Educación,Creative Commons Attribution,2026-06-22,2,CSV XLSX,False,False,False,,,,0,femenino | masculino | no binario | total,https://data.buenosaires.gob.ar/dataset/talento-tech
programa-para-vida-independiente,Programa para la Vida Independiente,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-07-20,4,CSV XLSX,False,False,False,,,,0,anio | cantidad_beneficiarios | grupo_edad | porc_beneficiaras | sexo,https://data.buenosaires.gob.ar/dataset/programa-para-vida-independiente
recaudacion-impositiva,Recaudación impositiva.,Administración Gubernamental de Ingresos Públicos (AGIP),CC-BY-2.5-AR,2026-07-03,2,CSV XLSX,False,False,False,,,,0,alumbrado_barrido_limpieza | contribucion_por_publicidad | gravamenes_varios | impuesto_patentes | impuesto_sellos | impuestos_sobre_ingresos_brutos | periodo | plan_facilidades_pago | total,https://data.buenosaires.gob.ar/dataset/recaudacion-impositiva
reclamos-acceso-informacion-publica,Reclamos y resoluciones de Acceso a la Información Pública.,Secretaría Legal y Técnica,CC-BY-2.5-AR,2026-07-21,2,CSV XLSX,False,False,False,,,,0,acuerdo_audiencia | acuerdo_audiencia	 | articulo_11 | articulo_11_cumplido | articulo_11_cumplido	 | audiencia | audiencia	 | d.g._sujeto_obligado	 | especificacion_de_otro | expediente_reclamo | fecha_audiencia | fecha_audiencia	 | fecha_caratulacion | fecha_resolucion | fecha_vencimiento | ministerio_sujeto_obligado | motivo_de_resolucion_1 | motivo_de_resolucion_2 | motivo_de_resolucion_3 | motivo_de_resolucion_3	 | motivo_del_reclamo | motivo_del_reclamo	 | motivo_del_reclamo_2 | motivo_del_reclamo_3 | n_boletin_oficial | n_de_res_bo | n_res_incumplimiento_bo | otro_sujeto_obligado	 | res_incumplimiento | s._sujeto_obligado	 | s.s._sujeto_obligado	 | tipo_especifico | tipo_informacion_solicitada | tipo_informacion_solicitada	 | tipo_solicitante,https://data.buenosaires.gob.ar/dataset/reclamos-acceso-informacion-publica
recuperacion-residuos,Recuperación de residuos,Ministerio de Espacio Público e Higiene Urbana,Creative Commons Attribution,2026-02-25,20,CSV XLSX,False,False,False,,,,0,ano | centro_compostaje | centro_procesamiento | mes | tn_dispuestas | tn_ingresadas | tn_procesadas | tn_recuperadas,https://data.buenosaires.gob.ar/dataset/recuperacion-residuos
red-nido,Red NIDO – Asesoramientos,Ministerio de Desarrollo Humano y Hábitat,Creative Commons Attribution,2026-07-27,2,CSV XLSX,False,False,False,,,,0,ano | cantidad_asesoramientos | programa,https://data.buenosaires.gob.ar/dataset/red-nido
redes-sociales,Redes Sociales,Secretaria de Comunicación,CC-BY-2.5-AR,2026-06-23,4,CSV XLSX,False,False,False,,,,0,cuenta | facebook | instagram | linkedin | observaciones | periodo | pinterest | responsable | tiktok | twitter | youtube,https://data.buenosaires.gob.ar/dataset/redes-sociales
registro-administradores-consorcio,Registro de Administradores de Consorcio.,Jefatura de Gabinete de Ministros,CC-BY-2.5-AR,2026-04-16,2,CSV XLSX,False,False,False,,,,0,correo electronico	 | fecha inscripcion	 | nombre administrador al 31/03/2025 | nombre administrador al 31/03/2025	 | nro. matricula | nro. matricula	 | oneroso | oneroso	,https://data.buenosaires.gob.ar/dataset/registro-administradores-consorcio
registro-guias-turismo,Registro de Guías de Turismo,Ente de Turismo (ENTUR),CC-BY-2.5-AR,2026-07-22,4,CSV XLSX,False,False,False,,,,0,ano | dias | mes | mm,https://data.buenosaires.gob.ar/dataset/registro-guias-turismo
auditorias,Registro de auditorías externas AGCBA en GCABA,Secretaría Legal y Técnica,Creative Commons Attribution,2026-03-02,2,CSV XLSX,False,False,False,,,,0,dependencia_ministerio | expediente | fase | fecha | fecha_respuesta | ministerio | n_nota | n_proyecto | nombre_proyecto | periodo | sintesis | tiempo_respuesta | vencimiento_1 | vencimiento_2,https://data.buenosaires.gob.ar/dataset/auditorias
registro-precipitaciones-ciudad,Registro de precipitaciones,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-07-08,2,CSV XLSX,False,False,False,,,,0,ano | dias | mes | mm,https://data.buenosaires.gob.ar/dataset/registro-precipitaciones-ciudad
registro-temperatura-ciudad,Registro de temperatura,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2025-04-03,2,CSV XLSX,False,False,False,,,,0,anio | maxima | media | mes | minima,https://data.buenosaires.gob.ar/dataset/registro-temperatura-ciudad
